tech,zone,year,month,hour,unit,value
Solar,Thailand,2023,1,499,fraction,0.017
Solar,Thailand,2023,1,500,fraction,0.0
Solar,Thailand,2023,1,501,fraction,0.0
Solar,Thailand,2023,1,502,fraction,0.0
Solar,Thailand,2023,1,503,fraction,0.0
Solar,Thailand,2023,1,504,fraction,0.0
Solar,Thailand,2023,1,505,fraction,0.0
Solar,Thailand,2023,1,506,fraction,0.0
Solar,Thailand,2023,1,507,fraction,0.0
Solar,Thailand,2023,1,508,fraction,0.0
Solar,Thailand,2023,1,509,fraction,0.0
Solar,Thailand,2023,1,510,fraction,0.0
Solar,Thailand,2023,1,511,fraction,0.0
Solar,Thailand,2023,1,512,fraction,0.011
Solar,Thailand,2023,1,513,fraction,0.09
Solar,Thailand,2023,1,514,fraction,0.205
Solar,Thailand,2023,1,515,fraction,0.307
Solar,Thailand,2023,1,516,fraction,0.381
Solar,Thailand,2023,1,517,fraction,0.402
Solar,Thailand,2023,1,518,fraction,0.371
Solar,Thailand,2023,1,519,fraction,0.323
Solar,Thailand,2023,1,520,fraction,0.254
Solar,Thailand,2023,1,521,fraction,0.177
Solar,Thailand,2023,1,522,fraction,0.09
Solar,Thailand,2023,1,523,fraction,0.015
Solar,Thailand,2023,1,524,fraction,0.0
Solar,Thailand,2023,1,525,fraction,0.0
Solar,Thailand,2023,1,526,fraction,0.0
Solar,Thailand,2023,1,527,fraction,0.0
Solar,Thailand,2023,1,528,fraction,0.0
Solar,Thailand,2023,1,529,fraction,0.0
Solar,Thailand,2023,1,530,fraction,0.0
Solar,Thailand,2023,1,531,fraction,0.0
Solar,Thailand,2023,1,532,fraction,0.0
Solar,Thailand,2023,1,533,fraction,0.0
Solar,Thailand,2023,1,534,fraction,0.0
Solar,Thailand,2023,1,535,fraction,0.0
Solar,Thailand,2023,1,536,fraction,0.029
Solar,Thailand,2023,1,537,fraction,0.175
Solar,Thailand,2023,1,538,fraction,0.343
Solar,Thailand,2023,1,539,fraction,0.469
Solar,Thailand,2023,1,540,fraction,0.538
Solar,Thailand,2023,1,541,fraction,0.565
Solar,Thailand,2023,1,542,fraction,0.565
Solar,Thailand,2023,1,543,fraction,0.504
Solar,Thailand,2023,1,544,fraction,0.425
Solar,Thailand,2023,1,545,fraction,0.311
Solar,Thailand,2023,1,546,fraction,0.177
Solar,Thailand,2023,1,547,fraction,0.041
Solar,Thailand,2023,1,548,fraction,0.0
Solar,Thailand,2023,1,549,fraction,0.0
Solar,Thailand,2023,1,550,fraction,0.0
Solar,Thailand,2023,1,551,fraction,0.0
Solar,Thailand,2023,1,552,fraction,0.0
Solar,Thailand,2023,1,553,fraction,0.0
Solar,Thailand,2023,1,554,fraction,0.0
Solar,Thailand,2023,1,555,fraction,0.0
Solar,Thailand,2023,1,556,fraction,0.0
Solar,Thailand,2023,1,557,fraction,0.0
Solar,Thailand,2023,1,558,fraction,0.0
Solar,Thailand,2023,1,559,fraction,0.0
Solar,Thailand,2023,1,560,fraction,0.042
Solar,Thailand,2023,1,561,fraction,0.247
Solar,Thailand,2023,1,562,fraction,0.45
Solar,Thailand,2023,1,563,fraction,0.597
Solar,Thailand,2023,1,564,fraction,0.675
Solar,Thailand,2023,1,565,fraction,0.725
Solar,Thailand,2023,1,566,fraction,0.731
Solar,Thailand,2023,1,567,fraction,0.681
Solar,Thailand,2023,1,568,fraction,0.588
Solar,Thailand,2023,1,569,fraction,0.418
Solar,Thailand,2023,1,570,fraction,0.214
Solar,Thailand,2023,1,571,fraction,0.045
Solar,Thailand,2023,1,572,fraction,0.0
Solar,Thailand,2023,1,573,fraction,0.0
Solar,Thailand,2023,1,574,fraction,0.0
Solar,Thailand,2023,1,575,fraction,0.0
Solar,Thailand,2023,1,576,fraction,0.0
Solar,Thailand,2023,1,577,fraction,0.0
Solar,Thailand,2023,1,578,fraction,0.0
