zone,year,month,hour,unit,value
Thailand,2023,1,302,MW,22738.91
Thailand,2023,1,303,MW,23430.23
Thailand,2023,1,304,MW,23821.50666666667
Thailand,2023,1,305,MW,23814.345
Thailand,2023,1,306,MW,23147.465
Thailand,2023,1,307,MW,25319.74833333334
Thailand,2023,1,308,MW,25232.35333333333
Thailand,2023,1,309,MW,24359.58666666667
Thailand,2023,1,310,MW,23331.09666666667
Thailand,2023,1,311,MW,23226.22833333334
Thailand,2023,1,312,MW,22375.43833333334
Thailand,2023,1,313,MW,21142.88666666667
Thailand,2023,1,314,MW,20579.82
Thailand,2023,1,315,MW,20023.53333333333
Thailand,2023,1,316,MW,19525.54666666667
Thailand,2023,1,317,MW,19328.31833333333
Thailand,2023,1,318,MW,19959.66166666667
Thailand,2023,1,319,MW,20694.31166666666
Thailand,2023,1,320,MW,20005.865
Thailand,2023,1,321,MW,21101.08333333333
Thailand,2023,1,322,MW,21487.23
Thailand,2023,1,323,MW,21494.17833333334
Thailand,2023,1,324,MW,21193.86333333334
Thailand,2023,1,325,MW,20144.78666666667
Thailand,2023,1,326,MW,21926.98
Thailand,2023,1,327,MW,22653.34999999999
Thailand,2023,1,328,MW,23282.02333333333
Thailand,2023,1,329,MW,23419.35333333333
Thailand,2023,1,330,MW,22957.855
Thailand,2023,1,331,MW,25194.64333333333
Thailand,2023,1,332,MW,25260.30333333333
Thailand,2023,1,333,MW,24640.27833333334
Thailand,2023,1,334,MW,23671.05666666667
Thailand,2023,1,335,MW,22944.94833333333
Thailand,2023,1,336,MW,21670.46
Thailand,2023,1,337,MW,20341.29833333333
Thailand,2023,1,338,MW,19639.20666666667
Thailand,2023,1,339,MW,19016.21
Thailand,2023,1,340,MW,18435.33833333334
Thailand,2023,1,341,MW,18250.00166666666
Thailand,2023,1,342,MW,18671.44
Thailand,2023,1,343,MW,19097.97333333334
Thailand,2023,1,344,MW,17912.305
Thailand,2023,1,345,MW,17698.25833333334
Thailand,2023,1,346,MW,17755.71166666667
Thailand,2023,1,347,MW,17801.73666666666
Thailand,2023,1,348,MW,17629.91999999999
Thailand,2023,1,349,MW,17303.85333333333
Thailand,2023,1,350,MW,18111.46
