tech,zone,commission_year,unit,capacity
Bonneville,BA3,2020,MW,921.0
Chief_Joseph,BA1,2020,MW,2234.0
Grand_Coulee,BA1,2020,MW,5054.0
Ice_Harbor,BA2,2020,MW,525.0
John_Day,BA3,2020,MW,1943.0
Little_Goose,BA2,2020,MW,748.0
Lower_Granite,BA2,2020,MW,747.0
Lower_Monumental,BA2,2020,MW,784.0
McNary,BA3,2020,MW,1022.0
Priest_Rapids,BA1,2020,MW,828.0
Rock_Island,BA1,2020,MW,482.0
Rocky_Reach,BA1,2020,MW,1126.0
The_Dalles,BA3,2020,MW,1414.0
Wanapum,BA1,2020,MW,890.0
Wells,BA1,2020,MW,741.0
