limit_id,year,unit,value,zones
system_cap,2023,tonneCO2,inf,"bus1,bus10,bus100,bus101,bus102,bus103,bus104,bus105,bus106,bus107,bus108,bus109,bus11,bus110,bus111,bus112,bus113,bus114,bus115,bus116,bus117,bus118,bus119,bus12,bus120,bus121,bus122,bus123,bus124,bus125,bus126,bus127,bus128,bus129,bus13,bus130,bus131,bus132,bus133,bus134,bus135,bus136,bus137,bus138,bus139,bus14,bus140,bus141,bus142,bus143,bus144,bus145,bus146,bus147,bus148,bus149,bus15,bus150,bus151,bus152,bus153,bus154,bus155,bus156,bus157,bus158,bus159,bus16,bus160,bus161,bus162,bus163,bus164,bus165,bus166,bus167,bus168,bus169,bus17,bus170,bus171,bus172,bus173,bus174,bus175,bus176,bus177,bus178,bus179,bus18,bus180,bus181,bus182,bus183,bus184,bus185,bus186,bus187,bus188,bus189,bus19,bus190,bus191,bus192,bus193,bus194,bus195,bus196,bus197,bus198,bus199,bus2,bus20,bus200,bus201,bus202,bus203,bus204,bus205,bus206,bus207,bus208,bus209,bus21,bus210,bus211,bus212,bus213,bus214,bus215,bus216,bus217,bus218,bus219,bus22,bus220,bus221,bus222,bus223,bus224,bus225,bus226,bus227,bus228,bus229,bus23,bus230,bus231,bus232,bus233,bus234,bus235,bus236,bus237,bus238,bus239,bus24,bus240,bus241,bus242,bus243,bus244,bus245,bus246,bus247,bus248,bus249,bus25,bus250,bus251,bus252,bus253,bus254,bus255,bus256,bus257,bus258,bus259,bus26,bus260,bus261,bus262,bus263,bus264,bus265,bus266,bus267,bus268,bus269,bus27,bus270,bus271,bus272,bus273,bus274,bus275,bus276,bus277,bus278,bus279,bus28,bus280,bus281,bus282,bus283,bus284,bus285,bus286,bus287,bus288,bus289,bus29,bus290,bus291,bus292,bus293,bus294,bus295,bus296,bus297,bus298,bus299,bus3,bus30,bus300,bus301,bus302,bus303,bus304,bus305,bus306,bus307,bus308,bus309,bus31,bus310,bus311,bus312,bus313,bus314,bus315,bus316,bus317,bus318,bus319,bus32,bus320,bus321,bus322,bus323,bus324,bus325,bus326,bus327,bus328,bus329,bus33,bus330,bus331,bus332,bus333,bus334,bus335,bus336,bus337,bus338,bus339,bus34,bus340,bus341,bus342,bus343,bus344,bus345,bus346,bus347,bus348,bus349,bus35,bus350,bus351,bus352,bus353,bus354,bus355,bus356,bus357,bus358,bus359,bus36,bus360,bus361,bus362,bus363,bus364,bus365,bus366,bus367,bus368,bus369,bus37,bus370,bus371,bus372,bus373,bus374,bus375,bus376,bus377,bus378,bus379,bus38,bus380,bus381,bus382,bus383,bus384,bus385,bus386,bus387,bus388,bus389,bus39,bus390,bus391,bus392,bus393,bus394,bus395,bus396,bus397,bus398,bus399,bus4,bus40,bus400,bus401,bus402,bus403,bus404,bus405,bus406,bus407,bus408,bus409,bus41,bus410,bus411,bus412,bus413,bus414,bus415,bus416,bus417,bus418,bus419,bus42,bus420,bus421,bus422,bus423,bus424,bus425,bus426,bus427,bus428,bus429,bus43,bus430,bus431,bus432,bus433,bus434,bus435,bus436,bus437,bus438,bus439,bus44,bus440,bus441,bus442,bus443,bus444,bus445,bus446,bus447,bus448,bus449,bus45,bus450,bus451,bus452,bus453,bus454,bus455,bus456,bus457,bus458,bus459,bus46,bus460,bus461,bus462,bus463,bus464,bus465,bus466,bus467,bus468,bus469,bus47,bus470,bus471,bus472,bus48,bus49,bus5,bus50,bus51,bus52,bus53,bus54,bus55,bus56,bus57,bus58,bus59,bus6,bus60,bus61,bus62,bus63,bus64,bus65,bus66,bus67,bus68,bus69,bus7,bus70,bus71,bus72,bus73,bus74,bus75,bus76,bus77,bus78,bus79,bus8,bus80,bus81,bus82,bus83,bus84,bus85,bus86,bus87,bus88,bus89,bus9,bus90,bus91,bus92,bus93,bus94,bus95,bus96,bus97,bus98,bus99"
