,NTN2,XYB,XPXN,THB,NNP1,NNG2,HHO,import_Hongsa,import_ThaKhaek,import_ThaNaLaeng,import_PakLay,import_PakBo,import_Paksan,import_PhonThong
,bus431,bus204,bus437,bus430,bus410,bus413,bus437,bus203,bus432,bus408,bus206,bus453,bus410,bus437
2023/2/7 04:00,0,554,0,0,0,0,0,1505.9,84.8,6.7,10.4,11.1,0,0
2023/2/7 05:00,0,553.5,69,0,0,0,0,1505.4,89.1,4,5.7,15.4,0,0
2023/2/7 06:00,296,554.1,100.8,0,0,0,0,1505.5,88.5,11.5,2.2,26.6,0,0
2023/2/7 07:00,449.2,553.8,105.9,0,0,106.7,0,1500.3,92.9,29.8,24,43.4,0,0
2023/2/7 08:00,436.5,544.3,49.8,0,74.9,110.5,0,1501.2,66.7,28.12857143,11.9,39.4,0,0
2023/2/7 09:00,447.8,553.9,49.5,0,68.8,113.2,0,1509.8,56.5,26.45714286,18.2,42.6,0,0
2023/2/7 10:00,450.5,553.8,51.6,0,71.1,113.4,0,1501.5,52.5,24.78571429,14.4,39.3,0,0
2023/2/7 11:00,454.6,553.6,53.2,0,70.1,112.4,0,1505.9,57.6,23.11428571,14.3,31.2,0,0
2023/2/7 12:00,298.8,553.3,49.7,0,0,0,0,1505.6,60.1,21.44285714,15.7,29.5,0,0
2023/2/7 13:00,0,553.5,57.4,0,0,111.4,0,1506,61,19.77142857,14.8,33.2,0,0
2023/2/7 14:00,300.3,553.3,108.7,197.9,75.7,111.1,0,1506.4,70.5,18.1,8.5,48.1,0,0
2023/2/7 15:00,300.1,553.7,102.3,194.2,69,108.3,0,1505.6,65.3,16.42857143,8.2,44.2,0,0
2023/2/7 16:00,299.2,553.8,107.5,192.2,70.1,106.8,0,1504.4,59.4,14.75714286,8.4,45.7,0,0
2023/2/7 17:00,297.6,554,100.6,188.9,0,104.8,0,1504.9,62.8,13.08571429,9.5,23.6,0,0
2023/2/7 18:00,295.6,553.8,55,204.4,0,110.7,132.4,1506.4,69.9,11.41428571,3.7,27.8,0,0
2023/2/7 19:00,599.3,554.2,197.6,219.3,0,336.2,132.4,1505.4,69.7,9.742857143,2.3,33.5,0,0
2023/2/7 20:00,593.1,553.7,190.2,0,0,39.1,132.8,1505.5,46.1,8.071428571,0.1,18.5,0,0
2023/2/7 21:00,446.6,553.7,50.4,0,0,0,131.9,1503.1,48.8,6.4,10.8,13.6,0,0
2023/2/7 22:00,456.5,553.4,57.5,0,152,0,132.4,1505.4,90.8,15.1,15.1,18.8,0,0
2023/2/7 23:00,720.2,553.8,99.3,0,257.6,344.8,0,1509.5,77.4,12.9,9.2,21.4,0,0
2023/2/8 00:00,705,445.7,49.7,170.5,140.3,327.9,0,1503.7,71.9,11.3,1.2,32.2,0,0
2023/2/8 01:00,451.1,517.7,55.7,173.2,0,0,0,1506.2,66.9,5.8,0.4,25.5,0,0
2023/2/8 02:00,146.2,517.4,55.3,0,0,0,0,1509.4,67.3,13.4,8.4,11.8,0,0
2023/2/8 03:00,0,516.7,0,0,0,0,0,1503.2,73.9,10.6,3.6,12.8,0,0
2023/2/8 04:00,0,517.8,0,0,0,0,0,1504,82.2,4.1,1,14.8,0,0
2023/2/8 05:00,0,519.7,0,0,0,0,0,1510.9,99,11.1,8.4,12.5,0,0
2023/2/8 06:00,308.4,519.5,0,212.9,0,0,0,1506.6,106.4,14.3,14.8,37.5,0,0
2023/2/8 07:00,297.1,517.6,54.1,207.6,0,113.8,0,1509.3,107.6,26.4,27.8,46.1,0,0
2023/2/8 08:00,309.1,518.1,63.1,217.6,0,128.7,0,1509.7,79.4,25.74166667,8.9,44.2,0,0
2023/2/8 09:00,443.9,509.4,101.2,207.5,0,337.6,66,1498.1,82,25.08333333,20.2,49.9,0,0
2023/2/8 10:00,450.4,518.1,103.1,212,0,328,66.3,1504.1,66.7,24.425,11.9,52.3,0,0
2023/2/8 11:00,464.3,517.8,100.7,204.9,0,336.9,66.1,1508.6,64.1,23.76666667,14.6,47.5,0,0
2023/2/8 12:00,450.3,517.6,52.1,200.5,0,160.8,66.1,1505.5,64.3,23.10833333,17.6,46.4,0,0
2023/2/8 13:00,298.1,517.6,58.4,136,0,0,0,1509.2,53.7,22.45,14.1,41.6,0,0
2023/2/8 14:00,451.8,0,49.7,207.5,0,112.8,0,1506.2,64.2,21.79166667,23.1,49.6,0,0
2023/2/8 15:00,449.1,519.3,50.1,207.4,0,108,66.2,1508.2,55.4,21.13333333,13,52,0,0
2023/2/8 16:00,456.4,519.1,53.6,209.6,0,0,67.1,1506.1,48.1,20.475,14,48.4,0,0
2023/2/8 17:00,447.6,516.1,0,211.8,0,0,67.4,1506.2,39.1,19.81666667,16.4,28.5,0,0
2023/2/8 18:00,451.8,518.8,0,137.2,168.7,0,67.8,1510,51.9,19.15833333,12.4,29.9,0,0
2023/2/8 19:00,554.6,519.1,50.4,217.5,193.2,315.5,132.6,1507.5,49.9,18.5,5.6,41.2,0,0
2023/2/8 20:00,447.1,519,54.9,154,196.2,326.7,67.4,1506.6,19.7,7.6,5.1,37.4,0,0
2023/2/8 21:00,450.3,518.5,50.6,134.8,70.7,113.6,67.2,1507.9,18.8,5.4,8.2,34.1,0,0
2023/2/8 22:00,450.4,518.5,60.4,137.8,0,118.7,67.1,1508.2,11.5,16.3,7.1,44.9,0,0
2023/2/8 23:00,517.3,517.4,67.3,315.3,79.1,121.2,67.3,1509,9.2,30.8,1.7,50.5,0,0
2023/2/9 00:00,497.6,516.8,54.2,197.1,70.4,112.7,131.6,1511.2,12.8,17.7,7.9,42.1,0,0
2023/2/9 01:00,339.3,516.8,52.4,63.4,73.5,115.1,0,1508.6,17.7,11,9.5,33.8,0,0
2023/2/9 02:00,0,516.9,51,62.1,0,113.1,0,1508.2,15.2,11.3,12.4,30.4,0,0
2023/2/9 03:00,0,500.8,49.9,60,0,108.2,0,1497.1,13.5,6.5,14.1,29.7,0,0
2023/2/9 04:00,0,517.5,57.5,68.1,0,0,0,1503,19.5,6.7,15.4,29.8,0,0
2023/2/9 05:00,0,517.8,51.8,0,0,0,0,1508.9,17.3,4.4,10.9,24.5,0,0
2023/2/9 06:00,299,517.4,52.8,64.3,142.6,0,0,1511.5,23.5,5.2,23.1,41.7,0,0
2023/2/9 07:00,297.7,518.3,54.6,63.1,141.8,0,0,1509.5,24.6,6,7.4,52.2,0,0
2023/2/9 08:00,463.6,522.7,62.3,73.1,72.5,0,0,1516.3,52.3,6.725,20.2,47,0,0
2023/2/9 09:00,449.8,517.3,51.8,63.6,69.5,0,0,1508.3,54.8,7.45,20.2,47.6,0,0
2023/2/9 10:00,450.3,517.3,67.5,62.7,72.3,0,68,1503.6,60,8.175,14.2,46.3,0,0
2023/2/9 11:00,450,517.4,57.2,65.2,71,170.8,67.8,1506.2,52.8,8.9,16.4,43.6,0,0
2023/2/9 12:00,357.1,517.2,0,67.2,0,109.7,0,1503.6,45,9.625,17.1,43,0,0
2023/2/9 13:00,302.3,518.1,0,71.4,0,0,67.3,1510.8,51.2,10.35,13.4,42.3,0,0
2023/2/9 14:00,297.2,517.5,0,62.1,0,108.3,67.4,1505.3,59,11.075,11.6,52.3,0,0
2023/2/9 15:00,296.8,517.2,0,62.8,0,112.5,67.4,1506.4,52.9,11.8,7.8,44.2,0,0
2023/2/9 16:00,296.3,517.7,0,64.2,0,110,67.5,1510.1,55,12.525,11.6,30.4,0,0
2023/2/9 17:00,296.2,517.9,0,62.7,0,0,67.4,1507.3,57.1,13.25,12.8,22.4,0,0
2023/2/9 18:00,300,517.3,60.4,252.6,0,0,132.5,1505.5,66.4,13.975,16.3,33.8,0,0
2023/2/9 19:00,720.7,517.5,50.7,237.9,141.8,335.2,132.8,1508.2,70.9,14.7,0.1,42.3,0,0
2023/2/9 20:00,542.8,517.7,54,64,145.7,113.5,132.7,1506,72.3,4.2,4.2,28.8,0,0
2023/2/9 21:00,474.7,518,50.4,62.4,138.8,108,132.6,1509,46.7,13.1,1.8,26.5,0,0
2023/2/9 22:00,490,518.3,56.1,65.8,145,109.1,132.5,1505.9,48.4,21.3,4.4,36.2,0,0
2023/2/9 23:00,487.1,516.9,120.1,62.2,0,324.6,132.5,1507.8,37.2,17,1.2,28.7,0,0
2023/2/10 00:00,482.1,670.7,104.6,61.7,0,220.6,68,1504.7,38.6,1.8,9.1,27.1,0,0
2023/2/10 01:00,153.5,581.4,95.1,64.3,0,0,0,1503.9,61.4,12.2,5.5,25.4,0,0
2023/2/10 02:00,0,580.7,0,0,0,0,0,1506.5,71.8,4.2,10.1,19.6,0,0
2023/2/10 03:00,0,582.2,0,0,0,0,0,1511.1,73.6,3.666666667,12.4,15.8,0,0
2023/2/10 04:00,0,581.4,0,88.8,0,0,0,1506.4,70.2,3.133333333,15.3,20,0,0
2023/2/10 05:00,0,582,0,67.9,0,0,0,1506.8,80,2.6,11.3,20.8,0,0
2023/2/10 06:00,303.9,582.1,117.7,65.3,0,0,67.4,1509.5,76.8,3.1,0.1,27.3,0,0
2023/2/10 07:00,297.4,579.6,103.2,60.8,0,0,67.3,1502.8,69.8,0.2,3.7,39.3,0,0
2023/2/10 08:00,305.5,579.4,134.1,70.9,0,0,67.5,1505.5,76.5,0.508333333,28.2,46.3,0,0
2023/2/10 09:00,464.5,581.9,108.8,63.6,73.5,38.2,0,1507.6,80.7,0.816666667,24.4,50.9,0,0
2023/2/10 10:00,464.6,581.7,109.2,63.3,74.2,110,0,1508.1,64.8,1.125,19.2,44.1,0,0
2023/2/10 11:00,467.6,581.7,111.8,64.6,75.1,106.1,0,1503.6,63.8,1.433333333,20.4,31.3,0,0
2023/2/10 12:00,300.6,581.8,100.1,61.6,0,36.8,0,1503.3,62,1.741666667,23.1,25.5,0,0
2023/2/10 13:00,305.7,600.9,120.7,68.2,73.9,0,0,1509.5,63,2.05,20.6,33.8,0,0
2023/2/10 14:00,465.3,581.3,109.2,65,74.4,113.6,0,1497.7,66.7,2.358333333,11.3,39.5,0,0
2023/2/10 15:00,462.7,581.2,105.4,61.8,71.8,109.4,0,1497.3,63.5,2.666666667,9.4,40.6,0,0
2023/2/10 16:00,465.1,581.5,107.5,63.8,71.4,113.9,0,1498.3,73.4,2.975,7.7,34.6,0,0
2023/2/10 17:00,462.5,582.1,100.3,61.4,75,0,0,1503.1,72.2,3.283333333,9.5,29.2,0,0
2023/2/10 18:00,449.4,581.6,110.9,65.6,0,0,0,1506.8,65.8,3.591666667,4.4,31.9,0,0
2023/2/10 19:00,720.1,581.8,102,104.4,105,458.6,0,1501.8,74.7,3.9,4.4,47.9,0,0
2023/2/10 20:00,449.4,582,107.3,62.8,70.4,325.8,132,1501,69.5,3.166666667,3,41.4,0,0
2023/2/10 21:00,450.1,581.4,107.8,195.3,69.4,229.3,132.6,1501.7,71.2,2.433333333,0.1,44.8,0,0
2023/2/10 22:00,450.4,581.9,116.1,204.3,72.6,112.4,67.8,1500.3,67.2,1.7,2.8,59.7,0,0
2023/2/10 23:00,729.3,582.1,62.3,115.9,130.3,118.8,67.7,1500.1,79.5,5.8,0.1,50,0,0
2023/2/11 00:00,492.5,581,50.2,62,125.1,336.5,0,1504.4,78,3.2,7.2,47,0,0
2023/2/11 01:00,447.4,613.8,113.4,0,124.5,336.8,0,1504.9,77.7,2.8,6.1,37.5,0,0
2023/2/11 02:00,456.5,626.5,119.5,0,131.3,263.9,0,1507.8,79.8,2.785714286,10.1,37,0,0
2023/2/11 03:00,146.9,591.4,110.4,0,71,0,0,1495.5,79,2.771428571,13.1,31.8,0,0
2023/2/11 04:00,0,613.7,54.9,0,0,0,0,1507.1,76.4,2.757142857,11.8,33.7,0,0
2023/2/11 05:00,0,614.2,0,0,0,0,0,1505.3,61.1,2.742857143,11.3,37.3,0,0
2023/2/11 06:00,309.4,614.4,0,203.8,0,0,0,1508.3,57.4,2.728571429,6.9,53.6,0,0
2023/2/11 07:00,294.4,613.6,54.5,195.1,0,0,0,1505.3,47,2.714285714,4.4,63,0,0
2023/2/11 08:00,303.4,613.7,0,203.6,0,0,0,1506.6,61.1,2.7,13.4,69.7,0,0
2023/2/11 09:00,296.3,613,109,195.7,139.7,0,0,1500.8,52.5,2.685714286,14.9,66.9,0,0
2023/2/11 10:00,299.7,611.3,113.3,205.5,148.8,0,0,1503.4,51.6,2.671428571,16.5,62.6,0,0
2023/2/11 11:00,294.3,614.2,107.6,195.4,141.1,0,0,1502.6,48.4,2.657142857,16.2,63.7,0,0
2023/2/11 12:00,294.8,603.9,104.2,189.9,124.2,0,0,1500.6,46.4,2.642857143,20.1,57.5,0,0
2023/2/11 13:00,296.8,613.8,109,201.5,0,0,0,1508.9,52.3,2.628571429,16.4,55.3,0,0
2023/2/11 14:00,297.9,613.6,109.8,201.9,0,0,0,1511.7,55.6,2.614285714,7.3,54.2,0,0
2023/2/11 15:00,293.5,613.7,108.1,61.1,0,0,0,1505.4,59.5,2.6,0.3,52.9,0,0
2023/2/11 16:00,296,610.6,108.3,62.1,0,0,0,1503.2,57.4,4.6,0.1,57.2,0,0
2023/2/11 17:00,50.4,634.7,0,0,0,0,0,1516.5,62.1,2.8,0.1,43.8,0,0
2023/2/11 18:00,149.3,613.5,100.3,270,142.2,0,131.8,1506.4,76.7,9.9,5.2,55,0,0
2023/2/11 19:00,451.7,613.7,101.8,279.8,140.9,329,132.4,1507.5,77.5,23,21.1,53.2,0,0
2023/2/11 20:00,451,613.2,100.7,280.4,74.7,320.2,132.4,1504.2,64.7,13.2,12.4,51.9,0,0
2023/2/11 21:00,446.5,611.2,96.7,266,0,314.2,68.3,1503.3,73.9,10.4,6.4,48,0,0
2023/2/11 22:00,712.8,613.3,0,196.8,0,219,0,1504.9,59.1,14.1,9.2,57.5,0,0
2023/2/11 23:00,735.6,613.5,0,197.9,0,225.5,0,1505.5,56.1,14.3,5.2,53.7,0,0
2023/2/12 00:00,543.2,651.5,0,219.6,0,239.4,0,1510.4,55,7.7,1.9,51.2,0,0
2023/2/12 01:00,201.5,581.9,0,201.1,0,0,0,1511.9,49.9,6.6,10.3,29.9,0,0
2023/2/12 02:00,0,582.6,0,194.4,0,0,0,1506.9,58.7,5.5,15.4,31.5,0,0
2023/2/12 03:00,0,582.6,0,62.2,0,0,0,1504.8,56.6,4.4,17.5,26.3,0,0
2023/2/12 04:00,0,565.4,0,61.9,0,0,0,1499.1,56.2,3.3,20.3,22.3,0,0
2023/2/12 05:00,0,582.5,0,63.4,0,0,0,1508.8,64.1,2.2,19.3,23.4,0,0
2023/2/12 06:00,0,582,0,63.3,0,0,0,1507,56.2,1.1,11.3,27.8,0,0
2023/2/12 07:00,0,581.7,0,0,0,0,0,1511.3,59.9,0,0.1,28.3,0,0
2023/2/12 08:00,0,581.9,0,0,0,0,0,1508.9,66.3,5,0.7,27.4,0,0
2023/2/12 09:00,0,582,0,0,0,0,0,1341.6,62.4,5.022222222,11.6,21.7,0,0
2023/2/12 10:00,0,583,0,0,0,0,0,1363.5,61.9,5.044444444,8.2,17.9,0,0
2023/2/12 11:00,0,574.8,0,0,0,0,0,1499.8,56.4,5.066666667,15.2,17,0,0
2023/2/12 12:00,0,582,0,0,0,0,0,1509.2,57.1,5.088888889,16.4,11.9,0,0
2023/2/12 13:00,0,583.3,0,64.4,0,0,68.1,1509.4,65.4,5.111111111,15.1,11.6,0,0
2023/2/12 14:00,0,575.1,119.8,112.6,0,0,68.4,1504.4,69,5.133333333,9.1,16.9,0,0
2023/2/12 15:00,300.4,581.5,117.1,106.6,74.4,0,68.5,1507.9,67.4,5.155555556,6.8,17.6,0,0
2023/2/12 16:00,316.8,582.1,0,66,73.6,0,68.1,1506.6,68.9,5.177777778,4.4,19,0,0
2023/2/12 17:00,148.2,582.1,51.2,61.8,70.8,108.8,68,1507.1,66.2,5.2,1.4,22.3,0,0
2023/2/12 18:00,148.3,584.4,54.1,63.6,69.4,111.5,68.6,1506.1,70.4,16.2,2.3,28.2,0,0
2023/2/12 19:00,312.2,588.1,119.2,68.9,77.9,232.2,68.4,1509.4,76.7,25.6,16,22.8,0,0
2023/2/12 20:00,448.4,581.3,100.4,61.4,71.3,344.4,68.7,1510,74.9,20.2,9.6,19.4,0,0
2023/2/12 21:00,170.2,582.1,152.8,0,93.6,388.3,68.2,1506.9,89.9,18.8,4.6,14.3,0,0
2023/2/12 22:00,299.5,580.6,192.3,0,187.4,470.5,68.1,1504.9,83.3,46.6,22,20.4,0,0
2023/2/12 23:00,305.4,582.7,160.2,0,196.4,327.8,0,1505.9,88,34.1,12.1,36.3,0,0
2023/2/13 00:00,147.1,613.6,156.4,0,194.7,218.9,0,1506.6,81.8,26.8,1,34.4,0,0
2023/2/13 01:00,0,578.3,101.4,0,0,0,0,1510.9,81.2,18.9,3.7,31.9,0,0
2023/2/13 02:00,0,582.5,0,0,0,0,0,1516.3,81.8,13.3,6.2,30.7,0,0
2023/2/13 03:00,0,581.4,0,0,0,0,0,1507.3,82.8,15.7,9.7,29.4,0,0
2023/2/13 04:00,0,580.7,0,0,0,0,0,1507.2,84.3,12.1,11.7,33.1,0,0
2023/2/13 05:00,0,581.8,0,115.9,0,0,0,1510.2,84.4,4.4,12.4,36.2,0,0
2023/2/13 06:00,305.5,581.3,191.1,101.2,140.6,0,65.9,1505.5,83.3,16.2,1.2,57,0,0
2023/2/13 07:00,298.7,574.6,193.9,108.2,140.9,0,66.3,1504.3,87.6,15.3,0.7,69.2,0,0
2023/2/13 08:00,313.4,582.2,136.6,113.1,154.7,0,0,1518,84.5,7.7,8.8,75.1,0,0
2023/2/13 09:00,450.7,580.8,233.6,107.8,140.6,0,0,1508.6,88.7,6.32,12.2,74.3,0,0
2023/2/13 10:00,466.8,581.2,234.3,112.7,151.1,118,0,1504.2,96.5,4.94,12.3,68.4,0,0
2023/2/13 11:00,459.6,580.6,241.3,112.9,142.6,116.6,0,1505.7,96.1,3.56,10.7,65.5,0,0
2023/2/13 12:00,451.3,581.9,210.4,111.3,141.5,111.3,0,1504.5,96.2,2.18,11.9,63.1,0,0
2023/2/13 13:00,461.9,582,216.2,113,147,343.3,67.1,1501.9,95.7,0.8,7.9,62.8,0,0
2023/2/13 14:00,449.5,577.3,217.2,112.7,140.1,328.6,67.8,1500.3,102.7,5.5,0.9,73.7,0,0
2023/2/13 15:00,451.8,581.9,218.9,113,141,345.9,131.6,1498.5,94.2,6.7,1.2,77.5,0,0
2023/2/13 16:00,450.3,582.2,215.9,112.3,140.3,344.7,131.5,1499.8,94.2,4.1,1.2,78.3,0,0
2023/2/13 17:00,452.8,582.4,118.8,113.9,146.9,335.1,131.5,1504.2,83.6,2.4,12.9,67.5,0,0
2023/2/13 18:00,451.6,582,100.7,64.5,0,357,132.3,1500.5,84.1,0.7,14.3,51.4,0,0
2023/2/13 19:00,654.2,582.4,178.5,64.2,141.1,508.1,132.4,1499.3,96,13,0.1,62.7,0,0
2023/2/13 20:00,653.4,581.5,174.2,63,140.3,510.6,132.4,1492,75.6,16.6,2.3,59.1,0,0
2023/2/13 21:00,943.4,582.1,166.7,62.9,142.7,488.7,132.3,1504.4,69.5,24.1,2.7,67.1,0,0
2023/2/13 22:00,693.5,582.3,166.3,106.1,142.1,496.1,68.1,1502.8,70.2,31.1,9.7,67.7,0,0
2023/2/13 23:00,692.3,581.5,179.1,114.2,162.4,553.7,67.7,1511.8,53.3,34.3,11.8,59.7,0,0
2023/2/14 00:00,361.1,599.9,177.6,102.9,141.9,353.6,133.8,1507.5,57.6,23.1,1.5,55.7,0,0
2023/2/14 01:00,368.6,592.2,189,102.5,151.4,0,134.1,1508.6,63.9,23.9,0.1,50.5,0,0
2023/2/14 02:00,369,595.1,191.6,98.5,0,0,0,1508.2,65.3,19.3,4.2,50.2,0,0
2023/2/14 03:00,63,592.2,160.8,85,0,0,0,1507.6,66.6,14.5,5.7,50,0,0
2023/2/14 04:00,0,586.4,170.3,82.1,0,0,0,1506,59.7,10,7.9,47.4,0,0
2023/2/14 05:00,0,593.6,196.2,106.7,0,0,0,1507.7,67.2,10,5.1,53.6,0,0
2023/2/14 06:00,301.2,593.8,96.1,99.1,0,0,0,1504.4,66.2,18.1,5.2,66.9,0,0
2023/2/14 07:00,146.4,584.7,131.5,81.6,0,111.2,0,1500.5,59,19.7,11.9,76.8,0,0
2023/2/14 08:00,299.5,602.9,201.5,106.1,140,223.1,0,1511.4,57.5,19.00666667,17.8,78.7,0,0
2023/2/14 09:00,570.4,594.6,185.3,96,140.6,229.5,0,1504.5,53.3,18.31333333,16.5,82.7,0,0
2023/2/14 10:00,450.7,594.8,193.4,98.5,140.6,222.7,0,1502.5,62.9,17.62,16.2,78.4,0,0
2023/2/14 11:00,450.5,593.4,197.5,99.1,140.9,215.3,0,1509.7,69.1,16.92666667,17.8,73.9,0,0
2023/2/14 12:00,300.2,594.2,166.8,91.4,142.6,155.6,0,1510.3,68.7,16.23333333,19.6,71.2,0,0
2023/2/14 13:00,295.3,594,172.3,92.3,143.1,230.9,0,1505.9,70.4,15.54,21.7,74.4,0,0
2023/2/14 14:00,400.4,594.1,114.3,106.5,143.7,219.7,0,1502.4,70.2,14.84666667,8.8,79,0,0
2023/2/14 15:00,524.2,593.8,100.1,88.5,139.4,220.7,131.8,1505.6,71.6,14.15333333,3.6,73.3,0,0
2023/2/14 16:00,581.5,594.2,114.2,112.6,144.2,113.2,132.4,1507.5,69.8,13.46,5.5,71.9,0,0
2023/2/14 17:00,274.8,594.7,229.4,112.8,140.3,39.5,131.7,1508.8,68,12.76666667,6.1,68.8,0,0
2023/2/14 18:00,227.4,594.1,229.4,113.2,141.2,0,132.3,1506.8,74.8,12.07333333,4.1,64.2,0,0
2023/2/14 19:00,681.7,594.5,238.7,113,193.4,496.2,132.2,1508.1,75.7,11.38,0.1,57.8,0,0
2023/2/14 20:00,663.7,593.7,242.8,103.5,217.8,383.2,132.1,1507.3,67.2,10.68666667,10.9,39.7,0,0
2023/2/14 21:00,236.9,593.7,221.1,105.9,139.7,370.6,132,1504.8,62.7,9.993333333,6,37.9,0,0
2023/2/14 22:00,235.8,594.2,215.7,100.7,139.6,344.4,132.1,1503,56.2,9.3,6.6,57.7,0,0
2023/2/14 23:00,480.4,592.6,243.8,105,240.1,369.5,66,1507,59.8,16.1,5.7,54.9,0,0
2023/2/15 00:00,303.4,601.8,210,311.2,0,369.3,0,1508,52.5,8.4,0.1,67.7,0,0
2023/2/15 01:00,209.1,613.2,223.3,313.7,0,0,0,1511.2,51.1,7.4,0.4,63.2,0,0
2023/2/15 02:00,0,606.1,220.1,297.5,0,0,0,1506.8,53.4,1.9,4.4,64.9,0,0
2023/2/15 03:00,0,606.3,108.5,312.6,0,0,0,1509.9,56.4,1.775,8.7,66.3,0,0
2023/2/15 04:00,0,598.5,108.7,0,0,0,0,1501.2,52.7,1.65,6.6,49.7,0,0
2023/2/15 05:00,0,605.8,165.1,334.3,0,0,0,1508.9,61.5,1.525,9.1,66.3,0,0
2023/2/15 06:00,303.7,605.6,219.6,334.6,0,109.1,0,1506.8,60.3,1.4,1.6,75.6,0,0
2023/2/15 07:00,450.9,634,108,333.6,0,220,0,1509.5,60.2,1.588235294,4.4,94.1,0,0
2023/2/15 08:00,296.8,616.1,229.5,329.1,149.5,221.2,69.2,1517.6,55.1,1.776470588,27.1,93.8,0,0
2023/2/15 09:00,447.3,604.1,198.7,306.2,139.7,330.1,67.8,1500.8,33.2,1.964705882,26.8,96.1,0,0
2023/2/15 10:00,448.7,605.8,214.8,328.3,140.4,225.5,67.5,1505.2,37.6,2.152941176,23.9,87.9,0,0
2023/2/15 11:00,451.8,606,214.8,332.8,140.4,107.9,67.9,1507.6,40.7,2.341176471,25.2,84.5,0,0
2023/2/15 12:00,145.9,594.6,173.9,282.1,69.8,0,67.6,1501.9,36.6,2.529411765,25.8,78.5,0,0
2023/2/15 13:00,152.5,606,219.3,334,70.4,0,67.7,1504.3,38.2,2.717647059,29.5,83.6,0,0
2023/2/15 14:00,452.6,603.9,0,334.4,141.6,331.8,67.6,1506.4,36,2.905882353,15.9,79.1,0,0
2023/2/15 15:00,450.3,607.5,0,318.3,0,111.2,67.6,1507.3,30.5,3.094117647,16.3,77.6,0,0
2023/2/15 16:00,297,604.6,0,216.2,0,0,67.7,1509,37.8,3.282352941,13.1,67.5,0,0
2023/2/15 17:00,293.7,605.1,0,194,0,0,67.5,1500.2,37.3,3.470588235,14,53.1,0,0
2023/2/15 18:00,296.5,604,0,212,0,0,67.6,1500.9,53.2,3.658823529,9.1,57.9,0,0
2023/2/15 19:00,582.2,605,0,308.2,0,225.6,67.8,1504.9,68.4,3.847058824,1.2,66.1,0,0
2023/2/15 20:00,566.6,607.2,0,298.4,0,223.5,67.7,1509.3,59.2,4.035294118,9.9,61.5,0,0
2023/2/15 21:00,590.1,605.6,0,301.2,0,41,67.6,1509.6,50.6,4.223529412,7.7,66.7,0,0
2023/2/15 22:00,449.1,605.5,0,307.6,0,0,14.3,1505.4,48.4,4.411764706,3.9,71.2,0,0
2023/2/15 23:00,638.5,606.1,0,323,0,0,14.3,1507.1,44.7,4.6,3.7,62.7,0,0
2023/2/16 00:00,555.6,589.6,0,307.8,0,0,14.3,1503.9,45.3,4.621052632,7.3,59.8,0,0
2023/2/16 01:00,182.6,639.8,0,103.1,0,0,0,1510,47.5,4.642105263,9.7,48.6,0,0
2023/2/16 02:00,0,632.3,0,104,0,0,0,1507.2,44.4,4.663157895,12.2,49.2,0,0
2023/2/16 03:00,0,601.8,0,0,0,0,0,1488.8,42.8,4.684210526,15,39.5,0,0
2023/2/16 04:00,0,633.8,0,63.9,0,0,0,1506,43.9,4.705263158,14.9,47.6,0,0
2023/2/16 05:00,0,626.1,0,61.5,0,0,0,1501.1,47.2,4.726315789,14.3,50.6,0,0
2023/2/16 06:00,633.2,632.6,0,68.5,0,0,0,1509.6,51.4,4.747368421,2.6,58.9,0,0
2023/2/16 07:00,452.6,634,0,64.3,0,0,0,1504.9,51,4.768421053,4.2,80.7,0,0
2023/2/16 08:00,634.5,633.6,0,78.3,0,0,66.6,1507.1,53.8,4.789473684,30.8,73,0,0
2023/2/16 09:00,578.7,633.7,50.6,113.7,0,222.1,66.4,1508.4,46.9,4.810526316,36.4,78.5,0,0
2023/2/16 10:00,446.5,633.1,49.9,103.5,0,223.3,66.5,1504.2,47.9,4.831578947,32.7,50.5,0,0
2023/2/16 11:00,451,632.4,0,112.2,0,110.1,0,1508.4,48.2,4.852631579,36.7,70.2,0,0
2023/2/16 12:00,298.3,634.1,0,66.1,0,0,0,1501.7,42.4,4.873684211,34.6,65.8,0,0
2023/2/16 13:00,160.6,632.4,0,114.1,0,0,0,1506.5,45.3,4.894736842,35.1,66.3,0,0
2023/2/16 14:00,319.4,633.7,0,79.6,0,0,0,1507.6,50.4,4.915789474,22.7,73.4,0,0
2023/2/16 15:00,298.6,634.4,0,63,0,0,0,1505.2,47.4,4.936842105,20.2,78,0,0
2023/2/16 16:00,298.9,634,0,63.5,0,0,0,1498.5,48,4.957894737,14.9,66.1,0,0
2023/2/16 17:00,300.5,631.3,0,64.3,0,0,0,1497.7,56.6,4.978947368,7.9,66.5,0,0
2023/2/16 18:00,296,633.2,0,63.5,0,341.5,131.5,1498.3,61.6,5,5.1,66.9,0,0
2023/2/16 19:00,719.3,634.2,230.8,65,238.6,510.2,132.3,1497.5,70.7,12.1,1.2,69.3,0,0
2023/2/16 20:00,574.3,634.1,221.4,63.4,234.6,110.4,131.9,1499.3,63.9,8.8,3.7,59.4,0,0
2023/2/16 21:00,405.4,634.9,240.5,68.2,253,0,0,1497.6,57.2,5.8,3.9,54.4,0,0
2023/2/16 22:00,296.5,634.2,243.3,65.3,141.6,0,0,1496.5,65.6,28,10.8,47.7,0,0
