,NTN2,XYB,XPXN,THB,NNP1,NNG2,HHO,import_Hongsa,import_ThaKhaek,import_ThaNaLaeng,import_PakLay,import_PakBo,import_Paksan,import_PhonThong
,bus431,bus204,bus437,bus430,bus410,bus413,bus437,bus203,bus432,bus408,bus206,bus453,bus410,bus437
2023/1/1 00:00,153.2,561.3,361.5,63.7,143.5,0,0,936.5,90.6,68.6,67.7,37.7,0,0
2023/1/1 01:00,464.1,582.9,150.7,94.3,224.9,0,0,939.4,90.3,69.5,65.9,40.8,0,0
2023/1/1 02:00,147.5,581.6,49.7,86.7,194.2,0,0,938.4,94.2,66.4,63.2,40,0,0
2023/1/1 03:00,0,576.7,50.1,68.4,140.5,0,0,935.6,99.1,62.8,60.5,39,0,0
2023/1/1 04:00,0,581.5,54.8,102.1,142.6,0,0,938.4,105.8,60.8,57.7,39.6,0,0
2023/1/1 05:00,0,581.7,53.3,216.2,0,0,0,940.4,103.8,65.1,62,45.3,0,0
2023/1/1 06:00,0,594.7,55.1,310.6,0,0,0,941.9,105.7,71.5,72.6,47.3,0,0
2023/1/1 07:00,0,580.2,49.9,259.1,0,0,0,938.8,102.8,82.6,82.1,50.6,0,0
2023/1/1 08:00,0,580.8,49.3,194.9,0,0,0,939.3,101.8,80.9,79.2,22.6,0,0
2023/1/1 09:00,0,352.8,0,0,0,0,0,941.3,94.1,54.5,48.4,20.38,0,0
2023/1/1 10:00,0,232.7,0,0,0,0,0,942.2,88.9,36.3,31.1,18.16,0,0
2023/1/1 11:00,0,226.4,0,0,0,0,0,941.3,85,32.2,28.3,15.94,0,0
2023/1/1 12:00,0,181,0,0,0,0,0,941.2,86.3,28.2,24.5,13.72,0,0
2023/1/1 13:00,0,175.8,0,0,0,0,0,936.4,88.4,26,21.7,11.5,0,0
2023/1/1 14:00,0,200.6,0,0,0,0,0,938.8,109.9,23.7,18.8,9.28,0,0
2023/1/1 15:00,0,212.6,0,0,0,0,0,944.5,105.7,25.3,18.8,7.06,0,0
2023/1/1 16:00,0,291,113.1,119.8,0,0,0,943.5,102.8,38.3,32.9,4.84,0,0
2023/1/1 17:00,0,439.6,66.2,71.1,0,111.3,67.6,937.6,100.3,33,30.9,2.62,0,0
2023/1/1 18:00,439.5,439.9,116,70.6,0,359.6,132,941.4,112.2,53.3,55.9,0.4,0,0
2023/1/1 19:00,398.1,440.3,109.8,69.7,0,341.2,132.1,941,110.8,59.4,60.5,3.48,0,0
2023/1/1 20:00,320,440.6,66.4,70.7,0,221.2,67.8,940.7,107.4,46,49.9,6.56,0,0
2023/1/1 21:00,381.2,591.7,63.1,72.2,0,0,67.9,941.5,109.4,39.3,43.1,9.64,0,0
2023/1/1 22:00,300.2,580.7,56.2,70.1,0,116.3,67.7,943.6,105.8,36.6,32.5,12.72,0,0
2023/1/1 23:00,299.3,582.2,50.2,62.9,0,0,67.7,943,106,62.3,59.7,15.8,0,0
2023/1/2 00:00,297.6,582.2,54.5,63.6,0,0,0,941,104,52.4,51.8,15.7,0,0
2023/1/2 01:00,0,598,54.9,63.9,140.3,0,0,938.8,111.2,51,48.7,19.6,0,0
2023/1/2 02:00,0,524.9,49.8,59,0,0,0,917.9,110.7,48.5,46.9,17.2,0,0
2023/1/2 03:00,0,566.1,0,62.3,0,0,0,931.3,106.3,48.1,45.5,18.5,0,0
2023/1/2 04:00,0,597.5,0,63.5,0,0,0,941.9,103.2,47.9,46.6,22.2,0,0
2023/1/2 05:00,0,596.7,0,65,0,0,0,1049.7,101.3,47.5,48.2,25.6,0,0
2023/1/2 06:00,0,566.3,0,60.8,0,0,0,1287.6,102.9,52.7,55.9,39,0,0
2023/1/2 07:00,0,562.7,46.9,60.5,0,0,0,1484.9,109.3,61.4,67.3,45.1,0,0
2023/1/2 08:00,0,578.9,47.8,61.3,0,0,0,1495.2,117.8,61.4,65.9,42.2,0,0
2023/1/2 09:00,0,548.5,44.3,0,0,0,0,1471.7,115.1,37,41,46,0,0
2023/1/2 10:00,0,298.6,0,0,0,0,0,1403.1,116.6,33.3,33.7,20.7,0,0
2023/1/2 11:00,0,180.4,0,0,0,0,0,1405.9,109,44.2,43.1,21.8,0,0
2023/1/2 12:00,0,180.5,0,0,0,0,0,1344.3,108,37.4,34.7,15.4,0,0
2023/1/2 13:00,0,294.4,0,0,0,0,0,1404.8,104.7,31.5,32.3,15.1,0,0
2023/1/2 14:00,0,593.3,0,113.5,0,0,0,1508,107,39,40.7,17.7,0,0
2023/1/2 15:00,0,593.4,0,112.5,0,0,0,1508.3,106.9,39.9,40.3,5.5,0,0
2023/1/2 16:00,0,598,0,201.3,0,0,0,1507.1,106.1,38.3,37.8,10.8,0,0
2023/1/2 17:00,0,598.1,49.9,200,105.1,0,66.9,1504.8,114.9,44.6,46,11.2,0,0
2023/1/2 18:00,215.6,598.3,109.3,211.8,132.7,0,131.8,1506.7,84.8,61.7,60.8,22.9,0,0
2023/1/2 19:00,386,597.8,220,198.6,121.3,319.9,131.8,1510.5,82.1,72.1,65.1,20.9,0,0
2023/1/2 20:00,300.2,597.9,151.8,136.6,70,229.4,131.8,1506.2,80.9,51.7,48.5,8.3,0,0
2023/1/2 21:00,299.7,598.5,107.6,137.3,69.4,221.1,0,1507.3,79.2,57,40.5,1.6,0,0
2023/1/2 22:00,300.9,597.6,88.4,0,70.1,224.4,67.3,1504.2,73.1,65.8,44.8,1.8,0,0
2023/1/2 23:00,299.5,595,53.1,0,70.4,220.7,67.6,1506.4,90.9,85.1,63.7,19.5,0,0
2023/1/3 00:00,300.2,745.4,55.8,0,69.9,220.1,0,1506.7,105.3,80.3,59.4,17.3,0,0
2023/1/3 01:00,298.8,721.9,49.7,0,70.3,223.9,0,1506.4,107.9,77.4,55.4,18.5,0,0
2023/1/3 02:00,298.8,721.8,54.6,0,119.5,220.9,0,1509.4,110.5,60.4,53.7,16.6,0,0
2023/1/3 03:00,194.1,742.2,65.1,0,115.1,0,0,1516.5,113.7,70,53.9,17.7,0,0
2023/1/3 04:00,0,722.1,59.2,0,118.9,0,0,1503.9,113.8,65.8,53.5,19.7,0,0
2023/1/3 05:00,0,722,55.7,0,106.3,0,0,1511.6,108.8,74.6,61.1,24.8,0,0
2023/1/3 06:00,299.3,722.1,168.6,0,127.5,0,0,1511,113.1,85.2,76.7,36.9,0,0
2023/1/3 07:00,299.8,722.3,318.5,0,116.6,112.8,0,1510.4,113.1,96.8,94.1,51.5,0,0
2023/1/3 08:00,308.7,724.4,361.8,0,0,110.8,68,1512.3,112.5,60.3,62.7,47.1,0,0
2023/1/3 09:00,299.4,722.6,366,296.4,0,105.6,67.3,1507,106,56,52.4,61.1,0,0
2023/1/3 10:00,312.1,724.3,365.5,318.9,0,0,68.1,1508.3,99.6,45,39.4,34.1,0,0
2023/1/3 11:00,453.5,722.4,365.4,319.2,0,109.4,68,1506.9,96.3,34.1,31.2,36.2,0,0
2023/1/3 12:00,450.3,721,365.9,316.7,0,158.7,67.9,866.6,95.8,42.5,44.7,30.4,0,0
2023/1/3 13:00,371,721.4,365.8,320.4,0,137.7,38.2,992.9,98.1,40.3,41.7,32,0,0
2023/1/3 14:00,975.1,722.1,366.7,319.3,0,555.1,132.5,992,96.5,55.2,50.4,31.4,0,0
2023/1/3 15:00,902.5,720.5,366.8,318.8,0,492.6,132.4,993.1,93.8,56.8,52.7,11.3,0,0
2023/1/3 16:00,502.4,723,367.6,321.8,0,367.6,132.6,994.4,69.5,49.4,46,13.1,0,0
2023/1/3 17:00,0,721.6,366.3,315,0,500.5,132.5,991.8,66.9,35.5,33.5,12.1,0,0
2023/1/3 18:00,0,739.1,354.8,306.3,0,534,132.6,997,74.8,55,46,20.5,0,0
2023/1/3 19:00,0,721.4,325.9,294.6,0,529.2,132.6,991.9,64.9,56.8,47.2,16.7,0,0
2023/1/3 20:00,0,723,107.9,296.2,116.3,0,132.3,995.5,67,37.2,34.4,10,0,0
2023/1/3 21:00,0,722,117.8,318.5,125.3,0,0,992.5,60.2,46.7,31.9,21.5,0,0
2023/1/3 22:00,0,722.2,105.7,281.2,111.2,0,0,992,61.2,46.6,30.9,15.9,0,0
2023/1/3 23:00,0,721.9,90,246.5,0,0,0,990.3,64.6,43,32.5,13.8,0,0
2023/1/4 00:00,0,738.8,121.8,0,0,0,0,993.9,73.3,36.8,29.7,3.4,0,0
2023/1/4 01:00,0,753.1,87.3,253.7,0,0,0,988.7,95.7,41.6,24.3,12.2,0,0
2023/1/4 02:00,0,746.5,50.3,194.4,0,0,0,989.8,86.6,36.5,20.5,11.4,0,0
2023/1/4 03:00,0,752.5,66.8,0,0,0,0,1155.7,96,27.6,22.6,6.8,0,0
2023/1/4 04:00,0,717.2,46.8,0,0,0,0,1373.6,98,37.9,22.9,7.7,0,0
2023/1/4 05:00,0,753,54.6,0,0,0,0,1489.8,95.4,33.3,24.3,13.6,0,0
2023/1/4 06:00,301.1,752.1,118.6,327,131.7,0,0,1496.3,81.5,29.7,21.4,40.3,0,0
2023/1/4 07:00,597.6,753.3,266.8,303.8,120.7,0,0,1492.9,84.6,53.7,42,49.2,0,0
2023/1/4 08:00,599.2,752.4,309.5,325.7,133.2,0,0,1511.1,86,46.5,32.4,50.2,0,0
2023/1/4 09:00,525.4,754.6,260.1,293.4,99.3,220,67.7,1516.4,78.5,1.6,5.7,44.3,0,0
2023/1/4 10:00,296.3,752,158.1,292.8,107.4,110.9,68,1505.4,82,1.483333333,6.7,38.6,0,0
2023/1/4 11:00,149,752.3,202.1,256.3,77.2,107.5,68,1504.3,88,1.366666667,10.1,33.6,0,0
2023/1/4 12:00,0,680.9,42.5,187.9,74.2,0,67.8,1462.4,85.4,1.25,13.4,34.6,0,0
2023/1/4 13:00,0,751.9,180.7,309.9,82.6,0,0,1508.3,57,1.133333333,14.6,36.9,0,0
2023/1/4 14:00,148.2,752.4,150.3,196.9,70.8,0,0,1506.4,71.9,1.016666667,5.1,36,0,0
2023/1/4 15:00,153.4,752.3,265.2,195.9,116.2,109.4,0,1508.8,72.8,0.9,1.6,34.4,0,0
2023/1/4 16:00,153.6,752.3,297.8,198.1,127.3,172.8,68.1,1506.5,75.5,11.9,9.3,13.9,0,0
2023/1/4 17:00,188.5,752.4,235.1,195.1,109.9,150,131.6,1502.6,73.9,14.3,11.9,5.1,0,0
2023/1/4 18:00,425.3,752.7,334.8,325.9,131.6,184.2,131.8,1502.5,80.8,39.5,31.6,17.6,0,0
2023/1/4 19:00,383,752.1,329.1,311.8,115.3,492.9,131.8,1501.3,80.5,46.9,43.2,13.6,0,0
2023/1/4 20:00,387.9,752.2,270.8,317.5,119.4,381.4,131.6,1500.1,79,40.7,28.3,8,0,0
2023/1/4 21:00,373.5,752.1,281,284.4,109.8,331.1,132.1,1501,75.9,34.2,19.8,11.5,0,0
2023/1/4 22:00,300,752.4,193.9,255.4,0,217.7,131.8,1502.5,68.3,23.9,11.1,15,0,0
2023/1/4 23:00,388.5,752.4,333.7,320.9,0,511.7,68.1,1496,62,46.8,26.7,17.1,0,0
2023/1/5 00:00,372.6,748.6,295,280.2,0,469.9,68,1504,65.1,25.9,17,14.6,0,0
2023/1/5 01:00,311.8,714.5,290.8,280.2,0,0,0,1493.9,61.5,31.4,15,12.2,0,0
2023/1/5 02:00,0,737.8,352,323.8,0,0,0,1502.4,62,36,23.2,13.9,0,0
2023/1/5 03:00,0,716.5,0,97,0,0,0,1502.1,62.2,32.3,24.1,7.8,0,0
2023/1/5 04:00,0,737.1,0,116.6,0,0,0,1505.4,60.4,34.7,23.9,11.2,0,0
2023/1/5 05:00,0,764.3,0,114.9,0,0,67.3,1512.8,63.2,34.1,29.8,9.7,0,0
2023/1/5 06:00,148.3,738.3,100.2,323,119,103.3,67.6,1497,67.8,42.7,39.1,31.9,0,0
2023/1/5 07:00,148.6,736.7,136.9,322.9,91.1,114.8,67.6,1501.5,73.5,65.8,60.7,54.4,0,0
2023/1/5 08:00,159.1,735.9,219.7,327.5,129.4,130.7,67.7,1502.2,59.4,57,42.5,52.5,0,0
2023/1/5 09:00,299.5,737,274.7,320.6,98.6,226.6,67.9,1503.5,51.9,0,6.3,48.6,0,0
2023/1/5 10:00,299.7,737.3,282.3,318.4,122.4,166.2,67.8,1500.5,51.5,0.8,2.8,39.1,0,0
2023/1/5 11:00,299.6,737,267.4,321.8,120.4,153.6,67.8,1503.2,51.2,1.6,5.4,35.9,0,0
2023/1/5 12:00,294.3,729.5,189.2,288.2,87.1,40.5,0,1499.6,55,2.4,8.4,19.6,0,0
2023/1/5 13:00,171.3,737.7,326.3,327.1,128,0,0,1500.7,57.6,3.2,6.6,22.6,0,0
2023/1/5 14:00,332.4,738.2,297.3,294.7,95.5,124.8,0,1505.8,57.8,4,4.9,23.1,0,0
2023/1/5 15:00,312.2,737.5,251.3,320.8,96.5,226.2,0,1503,58.7,5.4,5.3,32,0,0
2023/1/5 16:00,341,737.7,298.6,326.4,110.9,227.8,0,1503.1,64.1,19.3,2.2,32.6,0,0
2023/1/5 17:00,310.2,735.2,240.5,307.2,112.3,227.5,0,1497.1,60.2,33.2,32.3,21.7,0,0
2023/1/5 18:00,619.3,731.7,347.4,327.2,127.3,415.7,132.5,1500.7,70.1,46.2,47.2,27.4,0,0
2023/1/5 19:00,584.5,737.5,357.9,324.7,127.9,545.1,132.1,1501,72.7,42.1,48.7,25,0,0
2023/1/5 20:00,449.2,737.5,325.7,323.6,119,334.7,132.7,1503.9,69.4,33.4,38.7,17.2,0,0
2023/1/5 21:00,448.4,757.6,296,316.3,110.7,352.5,132.4,1503.8,70.9,16.3,20.4,33.8,0,0
2023/1/5 22:00,450,737.2,322.4,316,116.6,332.6,132.4,1505.3,58.8,17.4,16.4,27.8,0,0
2023/1/5 23:00,450.4,736.3,365.8,326.6,131.1,336.4,67.9,1500.7,44.1,25.3,22.9,23.7,0,0
2023/1/6 00:00,450.9,721.1,211.6,327.2,115.2,339.8,67.6,1497.5,49.6,18.7,16.9,21.6,0,0
2023/1/6 01:00,310.1,751.4,240.4,315.6,120.1,156.5,0,1509.8,38,13.9,14.1,22.9,0,0
2023/1/6 02:00,0,709.1,256.3,325.6,132.4,0,0,1493.6,36.9,13.7,14.6,28.3,0,0
2023/1/6 03:00,0,728.2,76.4,327.7,133.1,0,0,1504.4,43.1,12,12.6,25.7,0,0
2023/1/6 04:00,0,687,75.8,325.2,132.6,0,0,1489,43.6,10.9,11.9,30.8,0,0
2023/1/6 05:00,0,719.1,91.7,301.3,132.8,0,0,1509.4,53.4,12.4,17,29,0,0
2023/1/6 06:00,298,724.3,187.9,241.9,132.9,220.4,0,1504.7,49.2,20,26,39,0,0
2023/1/6 07:00,262.8,742.3,216.7,244.7,133.9,201.5,0,1513.2,50.8,30,35.1,57.6,0,0
2023/1/6 08:00,243.3,722.4,270.7,317.9,132.7,174.3,0,1507.8,40.8,9.7,8,60.5,0,0
2023/1/6 09:00,450,721.8,256.1,214.8,120.7,228.6,0,1505.1,44.7,8.94,19,54.2,0,0
2023/1/6 10:00,448.7,721.4,267.4,241.4,129.4,228.5,0,1503.9,41.9,8.18,18.7,61.5,0,0
2023/1/6 11:00,448.9,721,151,253.3,70.2,228.8,0,1506.8,45.6,7.42,9.6,60,0,0
2023/1/6 12:00,148.1,723.8,150.2,240.2,70.3,0,0,1507.2,49.4,6.66,8.3,32.7,0,0
2023/1/6 13:00,302.8,735.4,171.9,300.7,69.1,0,68.5,1512.4,42.8,5.9,11.7,22.7,0,0
2023/1/6 14:00,300.4,716.5,269.2,283.1,129.1,157,132.7,1505.2,41.1,5.14,6.2,32.4,0,0
2023/1/6 15:00,299.4,722,166,268.6,70.3,111.5,132.6,1507.2,39.8,4.38,4.4,29.8,0,0
2023/1/6 16:00,300,722.1,164.1,302.5,69.6,109.8,132.5,1507.9,44.6,3.62,4.2,28.9,0,0
2023/1/6 17:00,298.8,722.3,152.4,263.7,70,106.8,132.5,1508.5,56.1,2.86,2.7,20.7,0,0
2023/1/6 18:00,474,721.8,366,314.8,129.8,172.1,132.3,1509.3,63.4,2.1,5.4,30.7,0,0
2023/1/6 19:00,698,722.3,352.6,313.5,124.7,367.8,132.7,1508.7,66.3,13.3,10.8,24.2,0,0
2023/1/6 20:00,674.7,722.1,330.2,303.7,114.5,335.3,66.1,1506.4,82,36.2,20.4,15.6,0,0
2023/1/6 21:00,607.5,722.1,337.2,286.1,124.1,340.2,66.2,1504.7,54.8,38.2,23,20.4,0,0
2023/1/6 22:00,548.9,722,281.2,259.1,104.7,302.4,66.3,1508.4,52.6,31,11.9,22,0,0
2023/1/6 23:00,680.9,721.6,366.6,327.4,69.7,345.1,66.6,1505,58.2,40.9,22.9,16.3,0,0
2023/1/7 00:00,604.4,607,345.2,323.9,71.8,346.6,66.8,1509.4,66.3,40.9,17.4,18.4,0,0
2023/1/7 01:00,302.1,700.1,181.9,204.4,131.3,352.2,66.7,1510.8,65.1,27.3,14.6,19,0,0
2023/1/7 02:00,150.1,711.6,219.1,207.2,130.7,51.1,66.6,1515.5,68.2,30.5,12.6,18.4,0,0
2023/1/7 03:00,170.9,690.3,178.4,192.8,131.6,0,0,1507.2,66.3,24.8,13,21.9,0,0
2023/1/7 04:00,153.5,653.8,168.5,199.9,130.7,0,0,1496.3,67,26.4,11.8,20,0,0
2023/1/7 05:00,148.5,706.2,180.6,209.8,132.9,0,0,1511.6,69.2,32.5,16.2,20.7,0,0
2023/1/7 06:00,308,690.7,209.2,206.7,132.1,114.7,0,1507.2,69.2,35.8,21.7,36,0,0
2023/1/7 07:00,326.7,690,210.4,240.2,131.8,126.2,67.6,1508.7,74.2,52.4,38.2,49.2,0,0
2023/1/7 08:00,343.2,689.5,236.6,228,132.9,125.5,67.5,1512.4,77.2,20.4,15.1,58.5,0,0
2023/1/7 09:00,484.4,689.9,270.3,307.1,132.7,339.1,67.6,1510,78,21.5,16.4,51.3,0,0
2023/1/7 10:00,448,690.5,249.1,236.6,126.9,340.3,67.5,1504.5,76.1,2.1,0.7,45.6,0,0
2023/1/7 11:00,455.3,689.7,271.9,296.7,131.9,333.7,67.5,1509.5,85.7,2.5,1.1,43.7,0,0
2023/1/7 12:00,437.7,690.6,163.2,193.7,74.5,155.2,0,1507.3,81.2,1.5,0.1,28.5,0,0
2023/1/7 13:00,457.7,690.5,151.5,307,129.2,0,0,1508.3,81.8,5.6,4.2,23.6,0,0
2023/1/7 14:00,519.3,690.3,175.9,324.5,75.3,385.5,0,1506.4,81.4,12.6,10.3,30.6,0,0
2023/1/7 15:00,305.3,690.3,150.4,315.4,69.9,347.1,0,1511.3,82.1,12.1,11.1,26.1,0,0
2023/1/7 16:00,312.2,690.3,237.9,285.8,121.5,337.6,67.9,1508.3,87.8,11.9,13,22.7,0,0
2023/1/7 17:00,301.6,872.3,194.1,259.8,111.5,330,131.6,1515,83.2,6.9,14.3,19.2,0,0
2023/1/7 18:00,299,699.7,284.3,328.4,133.1,338.2,132.2,1511.5,90.6,22.8,21.6,24.6,0,0
2023/1/7 19:00,464.8,690,179.5,326.5,133,338.5,131.8,1506.1,86.1,13.3,11.2,21.6,0,0
2023/1/7 20:00,449.2,690.7,151.3,291.4,125.2,226.9,132.1,1507.1,78.2,9.6,9.2,15.9,0,0
2023/1/7 21:00,445.7,690.5,158.5,291,127.8,0,0,1506.6,72.9,45.6,27,12.7,0,0
2023/1/7 22:00,448.5,690.1,151.8,304.1,119.9,0,0,1509.6,69.4,36.2,15.1,29.3,0,0
2023/1/7 23:00,450.1,689.3,166.1,315.9,133.2,329,0,1508.7,64,42.5,24,20.6,0,0
2023/1/8 00:00,460.7,687.4,154,318.6,130.3,327,0,1510.2,68.8,35,16.4,21.6,0,0
2023/1/8 01:00,297.3,714.3,178.9,195.9,70.7,48.4,0,1518.1,78.7,36.4,16.4,17.2,0,0
2023/1/8 02:00,163.4,691.2,155.3,209.9,57.8,0,0,1419.6,79.5,46.3,24.1,21.9,0,0
2023/1/8 03:00,193.7,689.1,53.7,201.9,0,0,0,1420,87,47.3,27.8,20.6,0,0
2023/1/8 04:00,478.3,690.5,54.9,207.3,0,0,0,1499.5,86.8,32,12.9,20.3,0,0
2023/1/8 05:00,459.8,690.1,66.4,198.8,0,0,0,1502,89.2,38.3,16.1,20.4,0,0
2023/1/8 06:00,472.6,738,54.4,199,0,0,0,1512.4,90.3,37.8,26.8,22.4,0,0
2023/1/8 07:00,452,690,54.4,196.7,0,0,0,1506.1,97,55.6,39.3,34.9,0,0
2023/1/8 08:00,302.5,689.6,54.6,65.1,0,0,0,1508.8,109.1,60.5,48.3,35.3,0,0
2023/1/8 09:00,0,682.5,103.2,196.3,0,115.5,0,1500.4,105.2,47.2,34,36.3,0,0
2023/1/8 10:00,0,690.7,55.8,216,0,0,0,1507.7,102.9,27,17,33.8,0,0
2023/1/8 11:00,0,690.7,53.8,76.9,0,0,0,1510.7,110.2,20.5,15.5,20.8,0,0
2023/1/8 12:00,0,674.2,48.2,0,0,0,0,1499.9,106.1,15,12.3,6.8,0,0
2023/1/8 13:00,0,695.2,58.5,0,0,0,0,1517.6,112.4,16.9,12.2,10.5,0,0
2023/1/8 14:00,0,690.1,54.9,201.6,130.1,0,0,1510,118,22.8,15.2,22.8,0,0
2023/1/8 15:00,156.7,706.3,60.8,221.6,132.4,0,0,1507.8,110.2,18.1,13.6,14.2,0,0
2023/1/8 16:00,297.7,690,54.6,196.6,130.2,113.7,0,1491.9,118.2,24.3,20.4,10.3,0,0
2023/1/8 17:00,300.5,690.1,54.4,206.4,130.3,106.2,131.8,1507.9,113.9,25.7,20.3,11.4,0,0
2023/1/8 18:00,299.8,691.5,126.5,205.1,132.2,342.4,131.9,1512.8,116.1,64.3,55.8,20.1,0,0
2023/1/8 19:00,463.7,691.7,131,215.6,132.2,337.9,131.8,1504.5,115.7,62.6,56.9,20.6,0,0
2023/1/8 20:00,313.1,690.8,62.8,223.8,124.6,230.2,132.6,1513.3,111,67.3,52.2,12.4,0,0
2023/1/8 21:00,307.7,691.2,55.4,219.9,131.5,224.4,67.4,1505.1,96.9,57.2,41.8,4.7,0,0
2023/1/8 22:00,351.6,690.9,51,195.5,129.4,223,67.9,1503.8,100.1,49.2,28.7,20.1,0,0
2023/1/8 23:00,389.6,690,0,201.1,0,113.8,0,1507.9,93.1,50.1,33.7,15.6,0,0
2023/1/9 00:00,494.2,691.1,0,260.3,0,135.2,0,1504.4,102,49,27.3,18.6,0,0
2023/1/9 01:00,46.5,662.1,176.3,294.1,126.3,0,0,1507.7,91.7,43.6,24.9,21.4,0,0
2023/1/9 02:00,0,661.5,166.3,65.6,132.9,0,0,1505.8,76.6,35.9,23.2,13.3,0,0
2023/1/9 03:00,0,661,164.2,0,133.2,0,0,1502.8,82.4,31.2,21.1,10.1,0,0
2023/1/9 04:00,0,663.9,165.3,0,132.6,0,0,1505.8,95.1,32,21.6,9.2,0,0
2023/1/9 05:00,0,661.8,149.4,73.9,69.9,0,0,1499.3,98.5,44.1,26.4,14.6,0,0
2023/1/9 06:00,0,809.7,152.9,267.8,71,0,0,1497.4,104,48.3,42,38.6,0,0
2023/1/9 07:00,357.9,761.6,150.7,325.6,124.4,0,0,1504.5,84.2,14,10.5,48.6,0,0
2023/1/9 08:00,430.1,723.7,176.4,326.6,132.7,0,68.2,1509.8,83.4,7.3,2.7,55.7,0,0
2023/1/9 09:00,452.2,721.2,265.3,245.5,132.7,222.9,67.9,1507,45.5,0.6,1.2,30.9,0,0
2023/1/9 10:00,299.9,722.4,231.5,225.4,198.4,218.9,67.9,1507.6,44,0.633333333,5.2,25.3,0,0
2023/1/9 11:00,299.8,722.3,270.7,250.1,198.7,224.8,67.6,1505.9,38.7,0.666666667,3.6,22.6,0,0
2023/1/9 12:00,145.7,701.1,146.2,220.9,160.2,0,0,1496.5,36.8,0.7,5.7,20,0,0
2023/1/9 13:00,324.2,721.9,199.3,263.9,214.4,0,0,1507.7,44.7,0.733333333,7.7,24.1,0,0
2023/1/9 14:00,452.8,722.3,272,258,242.7,222,0,1507.9,44.6,0.766666667,1,24.7,0,0
2023/1/9 15:00,459.4,722.4,282.8,263.7,245.8,229.6,0,1507.7,47.8,0.8,0,19.5,0,0
2023/1/9 16:00,444.4,722.7,273.5,244.5,238.6,244.4,0,1506.3,48.4,0.833333333,1.1,13.8,0,0
2023/1/9 17:00,421.9,721.4,214.7,250.5,145.8,222.7,0,1506.4,48.5,0.866666667,2.7,6.7,0,0
2023/1/9 18:00,723.3,729,338.4,322.3,238.6,556.5,132.3,1514.5,53.8,0.9,9.8,5.35,0,0
2023/1/9 19:00,730.7,722.1,351.5,328.4,204.2,552,132.1,1507.8,55.4,9.825,2.3,4,0,0
2023/1/9 20:00,719.5,718.1,359.6,325.5,190.1,398.1,132.1,1505.8,51.8,18.75,13.4,12.2,0,0
2023/1/9 21:00,726.6,696,227.3,324.6,203.6,181.4,0,1501.8,54,27.675,0.5,2.9,0,0
2023/1/9 22:00,735.3,720.3,243.3,205.9,217.8,186.3,0,1512.5,47.4,36.6,35.4,14.7,0,0
2023/1/9 23:00,726.7,721.4,349.3,322.3,254.2,184.1,0,1501.6,41.9,30.4,26.6,15.3,0,0
2023/1/10 00:00,735.2,722.4,316.3,324.2,262.3,545.4,0,1507.7,69.6,31.1,26.5,13.8,0,0
2023/1/10 01:00,738,716.4,364.6,326.2,264,0,0,1507.9,72,24,21.5,14,0,0
2023/1/10 02:00,602.7,722.4,297.1,317.6,150.3,0,0,1512.2,80,20.3,18.4,11.1,0,0
2023/1/10 03:00,717.4,721.3,302,293.1,143,0,0,1502.6,77.4,18.1,16.3,17.5,0,0
2023/1/10 04:00,449.8,720.5,162.9,292,141.5,0,0,1504.4,84.6,15.1,16,16.7,0,0
2023/1/10 05:00,303,719.4,337.1,309.1,245.2,0,0,1501.7,85,19.3,19.5,21.3,0,0
2023/1/10 06:00,298.9,722.2,331.2,324.2,253.3,365.1,0,1506.9,71,26.3,29.8,35.1,0,0
2023/1/10 07:00,297.7,721.6,293.6,322.9,227.3,555.9,0,1513,61,10.2,21.6,50.1,0,0
2023/1/10 08:00,411.8,727.2,356.8,326.5,231.6,556.1,67.2,1515.3,59.8,10.26363636,3,47.2,0,0
2023/1/10 09:00,693.1,723,324.1,306.4,206.7,544,132.2,1506.9,39.3,10.32727273,7.7,43.4,0,0
2023/1/10 10:00,580.9,722.8,337.4,314.6,213,509.1,132.3,1506.3,43,10.39090909,7.9,41.5,0,0
2023/1/10 11:00,451.3,721.9,303.2,287.7,193.6,520.1,132.2,1511.7,41.8,10.45454545,7.2,42,0,0
2023/1/10 12:00,42.1,719.3,143.3,194.2,140.4,109.3,0,1491.6,39.4,10.51818182,9.5,30.1,0,0
2023/1/10 13:00,0,722.1,365.6,327.2,153.7,0,0,1498.3,38.8,10.58181818,14.9,30.8,0,0
2023/1/10 14:00,0,722.3,303.9,288.5,141.3,226,0,1501.4,31.8,10.64545455,5,46.3,0,0
2023/1/10 15:00,0,721.4,320.7,290.7,140.7,220,0,1503.6,34.2,10.70909091,7.9,39.6,0,0
2023/1/10 16:00,0,721.4,329.7,308.9,261.7,220.9,0,1500.3,36.4,10.77272727,5.1,23.4,0,0
2023/1/10 17:00,0,707.3,150.1,287.4,229,209.7,0,1501.8,34.1,10.83636364,0.1,11.7,0,0
2023/1/10 18:00,324.8,721.5,203.9,326.3,0,121.9,133.2,1503.2,50.4,10.9,10.9,14.6,0,0
2023/1/10 19:00,466.2,721.7,328.9,302.1,249.6,111.7,131.9,1501,53.1,4.9,6.3,11.3,0,0
2023/1/10 20:00,411,721.5,349.5,325.4,154.1,0,131.9,1501.9,48.6,4.8,0,10.7,0,0
2023/1/10 21:00,375.4,721.4,315.4,303.8,141.3,0,132,1499.5,50.2,16.1,2.8,3.1,0,0
