zone1,zone2,year,unit,capacity_max,capacity_min
bus321,bus313,2023,MW,0.0,0.0
bus315,bus316,2023,MW,0.0,0.0
bus316,bus315,2023,MW,0.0,0.0
bus315,bus73,2023,MW,0.0,0.0
bus73,bus315,2023,MW,0.0,0.0
bus315,bus76,2023,MW,0.0,0.0
bus76,bus315,2023,MW,0.0,0.0
bus316,bus317,2023,MW,0.0,0.0
bus317,bus316,2023,MW,0.0,0.0
bus316,bus318,2023,MW,0.0,0.0
bus318,bus316,2023,MW,0.0,0.0
bus317,bus333,2023,MW,0.0,0.0
bus333,bus317,2023,MW,0.0,0.0
bus318,bus319,2023,MW,0.0,0.0
bus319,bus318,2023,MW,0.0,0.0
bus318,bus335,2023,MW,0.0,0.0
bus335,bus318,2023,MW,0.0,0.0
bus319,bus320,2023,MW,0.0,0.0
bus320,bus319,2023,MW,0.0,0.0
bus321,bus314,2023,MW,0.0,0.0
bus314,bus321,2023,MW,0.0,0.0
bus321,bus323,2023,MW,0.0,0.0
bus323,bus321,2023,MW,0.0,0.0
bus321,bus325,2023,MW,0.0,0.0
bus325,bus321,2023,MW,0.0,0.0
bus323,bus324,2023,MW,0.0,0.0
bus324,bus323,2023,MW,0.0,0.0
bus324,bus326,2023,MW,0.0,0.0
bus326,bus324,2023,MW,0.0,0.0
bus325,bus340,2023,MW,0.0,0.0
bus340,bus325,2023,MW,0.0,0.0
bus326,bus327,2023,MW,0.0,0.0
bus327,bus326,2023,MW,0.0,0.0
bus327,bus328,2023,MW,0.0,0.0
bus328,bus327,2023,MW,0.0,0.0
bus328,bus325,2023,MW,0.0,0.0
bus325,bus328,2023,MW,0.0,0.0
bus328,bus329,2023,MW,0.0,0.0
bus329,bus328,2023,MW,0.0,0.0
bus328,bus330,2023,MW,0.0,0.0
bus330,bus328,2023,MW,0.0,0.0
bus328,bus336,2023,MW,0.0,0.0
bus336,bus328,2023,MW,0.0,0.0
bus328,bus338,2023,MW,0.0,0.0
bus338,bus328,2023,MW,0.0,0.0
bus329,bus322,2023,MW,0.0,0.0
bus322,bus329,2023,MW,0.0,0.0
bus329,bus338,2023,MW,0.0,0.0
bus338,bus329,2023,MW,0.0,0.0
bus329,bus363,2023,MW,0.0,0.0
bus363,bus329,2023,MW,0.0,0.0
bus33,bus37,2023,MW,0.0,0.0
bus37,bus33,2023,MW,0.0,0.0
bus33,bus44,2023,MW,0.0,0.0
bus44,bus33,2023,MW,0.0,0.0
bus330,bus332,2023,MW,0.0,0.0
bus332,bus330,2023,MW,0.0,0.0
bus331,bus320,2023,MW,0.0,0.0
bus320,bus331,2023,MW,0.0,0.0
bus331,bus322,2023,MW,0.0,0.0
bus322,bus331,2023,MW,0.0,0.0
bus332,bus333,2023,MW,0.0,0.0
bus333,bus332,2023,MW,0.0,0.0
bus332,bus334,2023,MW,0.0,0.0
bus334,bus332,2023,MW,0.0,0.0
bus336,bus337,2023,MW,0.0,0.0
bus337,bus336,2023,MW,0.0,0.0
bus337,bus248,2023,MW,0.0,0.0
bus248,bus337,2023,MW,0.0,0.0
bus337,bus363,2023,MW,0.0,0.0
bus363,bus337,2023,MW,0.0,0.0
bus338,bus339,2023,MW,0.0,0.0
bus339,bus338,2023,MW,0.0,0.0
bus338,bus340,2023,MW,0.0,0.0
bus340,bus338,2023,MW,0.0,0.0
bus339,bus353,2023,MW,0.0,0.0
bus353,bus339,2023,MW,0.0,0.0
bus34,bus31,2023,MW,0.0,0.0
bus31,bus34,2023,MW,0.0,0.0
bus34,bus35,2023,MW,0.0,0.0
bus35,bus34,2023,MW,0.0,0.0
bus34,bus54,2023,MW,0.0,0.0
bus54,bus34,2023,MW,0.0,0.0
bus340,bus310,2023,MW,0.0,0.0
bus310,bus340,2023,MW,0.0,0.0
bus342,bus248,2023,MW,0.0,0.0
bus248,bus342,2023,MW,0.0,0.0
bus343,bus342,2023,MW,0.0,0.0
bus342,bus343,2023,MW,0.0,0.0
bus344,bus341,2023,MW,0.0,0.0
bus341,bus344,2023,MW,0.0,0.0
bus346,bus243,2023,MW,0.0,0.0
bus243,bus346,2023,MW,0.0,0.0
bus347,bus349,2023,MW,0.0,0.0
bus349,bus347,2023,MW,0.0,0.0
bus347,bus350,2023,MW,0.0,0.0
bus350,bus347,2023,MW,0.0,0.0
bus347,bus354,2023,MW,0.0,0.0
bus354,bus347,2023,MW,0.0,0.0
bus348,bus342,2023,MW,0.0,0.0
bus342,bus348,2023,MW,0.0,0.0
bus348,bus347,2023,MW,0.0,0.0
bus347,bus348,2023,MW,0.0,0.0
bus350,bus351,2023,MW,0.0,0.0
bus351,bus350,2023,MW,0.0,0.0
bus351,bus346,2023,MW,0.0,0.0
bus346,bus351,2023,MW,0.0,0.0
bus352,bus243,2023,MW,0.0,0.0
bus243,bus352,2023,MW,0.0,0.0
bus352,bus348,2023,MW,0.0,0.0
bus348,bus352,2023,MW,0.0,0.0
bus353,bus360,2023,MW,0.0,0.0
bus360,bus353,2023,MW,0.0,0.0
bus354,bus355,2023,MW,0.0,0.0
bus355,bus354,2023,MW,0.0,0.0
bus355,bus347,2023,MW,0.0,0.0
bus347,bus355,2023,MW,0.0,0.0
bus356,bus354,2023,MW,0.0,0.0
bus354,bus356,2023,MW,0.0,0.0
bus357,bus356,2023,MW,0.0,0.0
bus356,bus357,2023,MW,0.0,0.0
bus358,bus357,2023,MW,0.0,0.0
bus357,bus358,2023,MW,0.0,0.0
bus358,bus365,2023,MW,0.0,0.0
bus365,bus358,2023,MW,0.0,0.0
bus359,bus354,2023,MW,0.0,0.0
bus354,bus359,2023,MW,0.0,0.0
bus359,bus358,2023,MW,0.0,0.0
bus358,bus359,2023,MW,0.0,0.0
bus359,bus399,2023,MW,0.0,0.0
bus399,bus359,2023,MW,0.0,0.0
bus36,bus35,2023,MW,0.0,0.0
bus35,bus36,2023,MW,0.0,0.0
bus360,bus364,2023,MW,0.0,0.0
bus364,bus360,2023,MW,0.0,0.0
bus361,bus360,2023,MW,0.0,0.0
bus360,bus361,2023,MW,0.0,0.0
bus361,bus362,2023,MW,0.0,0.0
bus362,bus361,2023,MW,0.0,0.0
bus363,bus361,2023,MW,0.0,0.0
bus361,bus363,2023,MW,0.0,0.0
bus363,bus364,2023,MW,0.0,0.0
bus364,bus363,2023,MW,0.0,0.0
bus366,bus367,2023,MW,0.0,0.0
bus367,bus366,2023,MW,0.0,0.0
bus367,bus364,2023,MW,0.0,0.0
bus364,bus367,2023,MW,0.0,0.0
bus368,bus369,2023,MW,0.0,0.0
bus369,bus368,2023,MW,0.0,0.0
bus368,bus372,2023,MW,0.0,0.0
bus372,bus368,2023,MW,0.0,0.0
bus368,bus460,2023,MW,0.0,0.0
bus460,bus368,2023,MW,0.0,0.0
bus369,bus371,2023,MW,0.0,0.0
bus371,bus369,2023,MW,0.0,0.0
bus37,bus34,2023,MW,0.0,0.0
bus34,bus37,2023,MW,0.0,0.0
bus37,bus38,2023,MW,0.0,0.0
bus38,bus37,2023,MW,0.0,0.0
bus370,bus372,2023,MW,0.0,0.0
bus372,bus370,2023,MW,0.0,0.0
bus372,bus397,2023,MW,0.0,0.0
bus397,bus372,2023,MW,0.0,0.0
bus372,bus399,2023,MW,0.0,0.0
bus399,bus372,2023,MW,0.0,0.0
bus373,bus380,2023,MW,0.0,0.0
bus380,bus373,2023,MW,0.0,0.0
bus374,bus373,2023,MW,0.0,0.0
bus373,bus374,2023,MW,0.0,0.0
bus374,bus378,2023,MW,0.0,0.0
bus378,bus374,2023,MW,0.0,0.0
bus375,bus371,2023,MW,0.0,0.0
bus371,bus375,2023,MW,0.0,0.0
bus375,bus456,2023,MW,0.0,0.0
bus456,bus375,2023,MW,0.0,0.0
bus376,bus375,2023,MW,0.0,0.0
bus375,bus376,2023,MW,0.0,0.0
bus376,bus377,2023,MW,0.0,0.0
bus377,bus376,2023,MW,0.0,0.0
bus376,bus455,2023,MW,0.0,0.0
bus455,bus376,2023,MW,0.0,0.0
bus377,bus374,2023,MW,0.0,0.0
bus374,bus377,2023,MW,0.0,0.0
bus378,bus368,2023,MW,0.0,0.0
bus368,bus378,2023,MW,0.0,0.0
bus378,bus377,2023,MW,0.0,0.0
bus377,bus378,2023,MW,0.0,0.0
bus378,bus402,2023,MW,0.0,0.0
bus402,bus378,2023,MW,0.0,0.0
bus378,bus452,2023,MW,0.0,0.0
bus452,bus378,2023,MW,0.0,0.0
bus379,bus377,2023,MW,0.0,0.0
bus377,bus379,2023,MW,0.0,0.0
bus379,bus454,2023,MW,0.0,0.0
bus454,bus379,2023,MW,0.0,0.0
bus38,bus34,2023,MW,0.0,0.0
bus34,bus38,2023,MW,0.0,0.0
bus381,bus382,2023,MW,0.0,0.0
bus382,bus381,2023,MW,0.0,0.0
bus381,bus383,2023,MW,0.0,0.0
bus383,bus381,2023,MW,0.0,0.0
bus381,bus384,2023,MW,0.0,0.0
bus384,bus381,2023,MW,0.0,0.0
bus381,bus386,2023,MW,0.0,0.0
bus386,bus381,2023,MW,0.0,0.0
bus381,bus390,2023,MW,0.0,0.0
bus390,bus381,2023,MW,0.0,0.0
bus382,bus384,2023,MW,0.0,0.0
bus384,bus382,2023,MW,0.0,0.0
bus383,bus373,2023,MW,0.0,0.0
bus373,bus383,2023,MW,0.0,0.0
bus383,bus379,2023,MW,0.0,0.0
bus379,bus383,2023,MW,0.0,0.0
bus384,bus385,2023,MW,0.0,0.0
bus385,bus384,2023,MW,0.0,0.0
bus384,bus418,2023,MW,0.0,0.0
bus418,bus384,2023,MW,0.0,0.0
bus385,bus386,2023,MW,0.0,0.0
bus386,bus385,2023,MW,0.0,0.0
bus385,bus404,2023,MW,0.0,0.0
bus404,bus385,2023,MW,0.0,0.0
bus386,bus374,2023,MW,0.0,0.0
bus374,bus386,2023,MW,0.0,0.0
bus387,bus381,2023,MW,0.0,0.0
bus381,bus387,2023,MW,0.0,0.0
bus387,bus388,2023,MW,0.0,0.0
bus388,bus387,2023,MW,0.0,0.0
bus388,bus386,2023,MW,0.0,0.0
bus386,bus388,2023,MW,0.0,0.0
bus389,bus390,2023,MW,0.0,0.0
bus390,bus389,2023,MW,0.0,0.0
bus39,bus29,2023,MW,0.0,0.0
bus29,bus39,2023,MW,0.0,0.0
bus39,bus32,2023,MW,0.0,0.0
bus32,bus39,2023,MW,0.0,0.0
bus39,bus38,2023,MW,0.0,0.0
bus38,bus39,2023,MW,0.0,0.0
bus390,bus391,2023,MW,0.0,0.0
bus391,bus390,2023,MW,0.0,0.0
bus391,bus392,2023,MW,0.0,0.0
bus392,bus391,2023,MW,0.0,0.0
bus391,bus394,2023,MW,0.0,0.0
bus394,bus391,2023,MW,0.0,0.0
bus392,bus390,2023,MW,0.0,0.0
bus390,bus392,2023,MW,0.0,0.0
bus392,bus397,2023,MW,0.0,0.0
bus397,bus392,2023,MW,0.0,0.0
bus394,bus211,2023,MW,0.0,0.0
bus211,bus394,2023,MW,0.0,0.0
bus394,bus386,2023,MW,0.0,0.0
bus386,bus394,2023,MW,0.0,0.0
bus394,bus393,2023,MW,0.0,0.0
bus393,bus394,2023,MW,0.0,0.0
bus394,bus402,2023,MW,0.0,0.0
bus402,bus394,2023,MW,0.0,0.0
bus395,bus396,2023,MW,0.0,0.0
bus396,bus395,2023,MW,0.0,0.0
bus396,bus392,2023,MW,0.0,0.0
bus392,bus396,2023,MW,0.0,0.0
bus396,bus397,2023,MW,0.0,0.0
bus397,bus396,2023,MW,0.0,0.0
bus397,bus398,2023,MW,0.0,0.0
bus398,bus397,2023,MW,0.0,0.0
bus399,bus394,2023,MW,0.0,0.0
bus394,bus399,2023,MW,0.0,0.0
bus399,bus396,2023,MW,0.0,0.0
bus396,bus399,2023,MW,0.0,0.0
bus399,bus400,2023,MW,0.0,0.0
bus400,bus399,2023,MW,0.0,0.0
bus4,bus8,2023,MW,0.0,0.0
bus8,bus4,2023,MW,0.0,0.0
bus4,bus96,2023,MW,0.0,0.0
bus96,bus4,2023,MW,0.0,0.0
bus40,bus34,2023,MW,0.0,0.0
bus34,bus40,2023,MW,0.0,0.0
bus400,bus358,2023,MW,0.0,0.0
bus358,bus400,2023,MW,0.0,0.0
bus400,bus398,2023,MW,0.0,0.0
bus398,bus400,2023,MW,0.0,0.0
bus401,bus212,2023,MW,0.0,0.0
bus212,bus401,2023,MW,0.0,0.0
bus401,bus393,2023,MW,0.0,0.0
bus393,bus401,2023,MW,0.0,0.0
bus402,bus229,2023,MW,0.0,0.0
bus229,bus402,2023,MW,0.0,0.0
bus402,bus387,2023,MW,0.0,0.0
bus387,bus402,2023,MW,0.0,0.0
bus403,bus387,2023,MW,0.0,0.0
bus387,bus403,2023,MW,0.0,0.0
bus405,bus420,2023,MW,0.0,0.0
bus420,bus405,2023,MW,0.0,0.0
bus406,bus209,2023,MW,0.0,0.0
bus209,bus406,2023,MW,0.0,0.0
bus406,bus405,2023,MW,0.0,0.0
bus405,bus406,2023,MW,0.0,0.0
bus407,bus409,2023,MW,0.0,0.0
bus409,bus407,2023,MW,0.0,0.0
bus407,bus420,2023,MW,0.0,0.0
bus420,bus407,2023,MW,0.0,0.0
bus408,bus407,2023,MW,0.0,0.0
bus407,bus408,2023,MW,0.0,0.0
bus41,bus40,2023,MW,0.0,0.0
bus40,bus41,2023,MW,0.0,0.0
bus411,bus410,2023,MW,0.0,0.0
bus410,bus411,2023,MW,0.0,0.0
bus412,bus411,2023,MW,0.0,0.0
bus411,bus412,2023,MW,0.0,0.0
bus413,bus424,2023,MW,0.0,0.0
bus424,bus413,2023,MW,0.0,0.0
bus415,bus414,2023,MW,0.0,0.0
bus414,bus415,2023,MW,0.0,0.0
bus417,bus415,2023,MW,0.0,0.0
bus415,bus417,2023,MW,0.0,0.0
bus417,bus416,2023,MW,0.0,0.0
bus416,bus417,2023,MW,0.0,0.0
bus417,bus425,2023,MW,0.0,0.0
bus425,bus417,2023,MW,0.0,0.0
bus418,bus406,2023,MW,0.0,0.0
bus406,bus418,2023,MW,0.0,0.0
bus418,bus423,2023,MW,0.0,0.0
bus423,bus418,2023,MW,0.0,0.0
bus418,bus424,2023,MW,0.0,0.0
bus424,bus418,2023,MW,0.0,0.0
bus419,bus407,2023,MW,0.0,0.0
bus407,bus419,2023,MW,0.0,0.0
bus419,bus418,2023,MW,0.0,0.0
bus418,bus419,2023,MW,0.0,0.0
bus419,bus420,2023,MW,0.0,0.0
bus420,bus419,2023,MW,0.0,0.0
bus42,bus43,2023,MW,0.0,0.0
bus43,bus42,2023,MW,0.0,0.0
bus421,bus420,2023,MW,0.0,0.0
bus420,bus421,2023,MW,0.0,0.0
bus421,bus422,2023,MW,0.0,0.0
bus422,bus421,2023,MW,0.0,0.0
bus422,bus384,2023,MW,0.0,0.0
bus384,bus422,2023,MW,0.0,0.0
bus423,bus417,2023,MW,0.0,0.0
bus417,bus423,2023,MW,0.0,0.0
bus423,bus424,2023,MW,0.0,0.0
bus424,bus423,2023,MW,0.0,0.0
bus424,bus387,2023,MW,0.0,0.0
bus387,bus424,2023,MW,0.0,0.0
bus424,bus416,2023,MW,0.0,0.0
bus416,bus424,2023,MW,0.0,0.0
bus425,bus412,2023,MW,0.0,0.0
bus412,bus425,2023,MW,0.0,0.0
bus425,bus416,2023,MW,0.0,0.0
bus416,bus425,2023,MW,0.0,0.0
bus426,bus425,2023,MW,0.0,0.0
bus425,bus426,2023,MW,0.0,0.0
bus426,bus427,2023,MW,0.0,0.0
bus427,bus426,2023,MW,0.0,0.0
bus426,bus430,2023,MW,0.0,0.0
bus430,bus426,2023,MW,0.0,0.0
bus426,bus434,2023,MW,0.0,0.0
bus434,bus426,2023,MW,0.0,0.0
bus427,bus425,2023,MW,0.0,0.0
bus425,bus427,2023,MW,0.0,0.0
bus427,bus428,2023,MW,0.0,0.0
bus428,bus427,2023,MW,0.0,0.0
bus428,bus436,2023,MW,0.0,0.0
bus436,bus428,2023,MW,0.0,0.0
bus429,bus428,2023,MW,0.0,0.0
bus428,bus429,2023,MW,0.0,0.0
bus43,bus34,2023,MW,0.0,0.0
bus34,bus43,2023,MW,0.0,0.0
bus431,bus430,2023,MW,0.0,0.0
bus430,bus431,2023,MW,0.0,0.0
bus432,bus435,2023,MW,0.0,0.0
bus435,bus432,2023,MW,0.0,0.0
bus433,bus430,2023,MW,0.0,0.0
bus430,bus433,2023,MW,0.0,0.0
bus433,bus432,2023,MW,0.0,0.0
bus432,bus433,2023,MW,0.0,0.0
bus434,bus433,2023,MW,0.0,0.0
bus433,bus434,2023,MW,0.0,0.0
bus436,bus434,2023,MW,0.0,0.0
bus434,bus436,2023,MW,0.0,0.0
bus438,bus437,2023,MW,0.0,0.0
bus437,bus438,2023,MW,0.0,0.0
bus438,bus439,2023,MW,0.0,0.0
bus439,bus438,2023,MW,0.0,0.0
bus440,bus445,2023,MW,0.0,0.0
bus445,bus440,2023,MW,0.0,0.0
bus442,bus441,2023,MW,0.0,0.0
bus441,bus442,2023,MW,0.0,0.0
bus443,bus442,2023,MW,0.0,0.0
bus442,bus443,2023,MW,0.0,0.0
bus444,bus439,2023,MW,0.0,0.0
bus439,bus444,2023,MW,0.0,0.0
bus444,bus448,2023,MW,0.0,0.0
bus448,bus444,2023,MW,0.0,0.0
bus445,bus443,2023,MW,0.0,0.0
bus443,bus445,2023,MW,0.0,0.0
bus445,bus444,2023,MW,0.0,0.0
bus444,bus445,2023,MW,0.0,0.0
bus445,bus446,2023,MW,0.0,0.0
bus446,bus445,2023,MW,0.0,0.0
bus446,bus457,2023,MW,0.0,0.0
bus457,bus446,2023,MW,0.0,0.0
bus446,bus459,2023,MW,0.0,0.0
bus459,bus446,2023,MW,0.0,0.0
bus447,bus378,2023,MW,0.0,0.0
bus378,bus447,2023,MW,0.0,0.0
bus447,bus441,2023,MW,0.0,0.0
bus441,bus447,2023,MW,0.0,0.0
bus447,bus446,2023,MW,0.0,0.0
bus446,bus447,2023,MW,0.0,0.0
bus447,bus448,2023,MW,0.0,0.0
bus448,bus447,2023,MW,0.0,0.0
bus448,bus456,2023,MW,0.0,0.0
bus456,bus448,2023,MW,0.0,0.0
bus449,bus458,2023,MW,0.0,0.0
bus458,bus449,2023,MW,0.0,0.0
bus45,bus44,2023,MW,0.0,0.0
bus44,bus45,2023,MW,0.0,0.0
bus450,bus436,2023,MW,0.0,0.0
bus436,bus450,2023,MW,0.0,0.0
bus450,bus451,2023,MW,0.0,0.0
bus451,bus450,2023,MW,0.0,0.0
bus451,bus449,2023,MW,0.0,0.0
bus449,bus451,2023,MW,0.0,0.0
bus451,bus453,2023,MW,0.0,0.0
bus453,bus451,2023,MW,0.0,0.0
bus454,bus429,2023,MW,0.0,0.0
bus429,bus454,2023,MW,0.0,0.0
bus457,bus456,2023,MW,0.0,0.0
bus456,bus457,2023,MW,0.0,0.0
bus458,bus444,2023,MW,0.0,0.0
bus444,bus458,2023,MW,0.0,0.0
bus458,bus456,2023,MW,0.0,0.0
bus456,bus458,2023,MW,0.0,0.0
bus46,bus43,2023,MW,0.0,0.0
bus43,bus46,2023,MW,0.0,0.0
bus462,bus463,2023,MW,0.0,0.0
bus463,bus462,2023,MW,0.0,0.0
bus463,bus465,2023,MW,0.0,0.0
bus465,bus463,2023,MW,0.0,0.0
bus464,bus463,2023,MW,0.0,0.0
bus463,bus464,2023,MW,0.0,0.0
bus465,bus461,2023,MW,0.0,0.0
bus461,bus465,2023,MW,0.0,0.0
bus465,bus467,2023,MW,0.0,0.0
bus467,bus465,2023,MW,0.0,0.0
bus466,bus465,2023,MW,0.0,0.0
bus465,bus466,2023,MW,0.0,0.0
bus468,bus469,2023,MW,0.0,0.0
bus469,bus468,2023,MW,0.0,0.0
bus469,bus470,2023,MW,0.0,0.0
bus470,bus469,2023,MW,0.0,0.0
bus47,bus42,2023,MW,0.0,0.0
bus42,bus47,2023,MW,0.0,0.0
bus47,bus48,2023,MW,0.0,0.0
bus48,bus47,2023,MW,0.0,0.0
bus47,bus51,2023,MW,0.0,0.0
bus51,bus47,2023,MW,0.0,0.0
bus47,bus52,2023,MW,0.0,0.0
bus52,bus47,2023,MW,0.0,0.0
bus470,bus471,2023,MW,0.0,0.0
bus471,bus470,2023,MW,0.0,0.0
bus472,bus471,2023,MW,0.0,0.0
bus471,bus472,2023,MW,0.0,0.0
bus49,bus48,2023,MW,0.0,0.0
bus48,bus49,2023,MW,0.0,0.0
bus5,bus6,2023,MW,0.0,0.0
bus6,bus5,2023,MW,0.0,0.0
bus5,bus8,2023,MW,0.0,0.0
bus8,bus5,2023,MW,0.0,0.0
bus50,bus49,2023,MW,0.0,0.0
bus49,bus50,2023,MW,0.0,0.0
bus51,bus468,2023,MW,0.0,0.0
bus468,bus51,2023,MW,0.0,0.0
bus52,bus51,2023,MW,0.0,0.0
bus51,bus52,2023,MW,0.0,0.0
bus53,bus47,2023,MW,0.0,0.0
bus47,bus53,2023,MW,0.0,0.0
bus53,bus54,2023,MW,0.0,0.0
bus54,bus53,2023,MW,0.0,0.0
bus56,bus55,2023,MW,0.0,0.0
bus55,bus56,2023,MW,0.0,0.0
bus57,bus58,2023,MW,0.0,0.0
bus58,bus57,2023,MW,0.0,0.0
bus58,bus56,2023,MW,0.0,0.0
bus56,bus58,2023,MW,0.0,0.0
bus59,bus22,2023,MW,0.0,0.0
bus22,bus59,2023,MW,0.0,0.0
bus6,bus17,2023,MW,0.0,0.0
bus17,bus6,2023,MW,0.0,0.0
bus6,bus8,2023,MW,0.0,0.0
bus8,bus6,2023,MW,0.0,0.0
bus60,bus466,2023,MW,0.0,0.0
bus466,bus60,2023,MW,0.0,0.0
bus61,bus68,2023,MW,0.0,0.0
bus68,bus61,2023,MW,0.0,0.0
bus62,bus63,2023,MW,0.0,0.0
bus63,bus62,2023,MW,0.0,0.0
bus63,bus336,2023,MW,0.0,0.0
bus336,bus63,2023,MW,0.0,0.0
bus63,bus337,2023,MW,0.0,0.0
bus337,bus63,2023,MW,0.0,0.0
bus63,bus67,2023,MW,0.0,0.0
bus67,bus63,2023,MW,0.0,0.0
bus64,bus68,2023,MW,0.0,0.0
bus68,bus64,2023,MW,0.0,0.0
bus64,bus71,2023,MW,0.0,0.0
bus71,bus64,2023,MW,0.0,0.0
bus65,bus64,2023,MW,0.0,0.0
bus64,bus65,2023,MW,0.0,0.0
bus66,bus315,2023,MW,0.0,0.0
bus315,bus66,2023,MW,0.0,0.0
bus66,bus60,2023,MW,0.0,0.0
bus60,bus66,2023,MW,0.0,0.0
bus66,bus64,2023,MW,0.0,0.0
bus64,bus66,2023,MW,0.0,0.0
bus66,bus67,2023,MW,0.0,0.0
bus67,bus66,2023,MW,0.0,0.0
bus66,bus73,2023,MW,0.0,0.0
bus73,bus66,2023,MW,0.0,0.0
bus67,bus466,2023,MW,0.0,0.0
bus466,bus67,2023,MW,0.0,0.0
bus68,bus60,2023,MW,0.0,0.0
bus60,bus68,2023,MW,0.0,0.0
bus69,bus63,2023,MW,0.0,0.0
bus63,bus69,2023,MW,0.0,0.0
bus7,bus9,2023,MW,0.0,0.0
bus9,bus7,2023,MW,0.0,0.0
bus70,bus71,2023,MW,0.0,0.0
bus71,bus70,2023,MW,0.0,0.0
bus71,bus72,2023,MW,0.0,0.0
bus72,bus71,2023,MW,0.0,0.0
bus74,bus335,2023,MW,0.0,0.0
bus335,bus74,2023,MW,0.0,0.0
bus74,bus73,2023,MW,0.0,0.0
bus73,bus74,2023,MW,0.0,0.0
bus75,bus315,2023,MW,0.0,0.0
bus315,bus75,2023,MW,0.0,0.0
bus76,bus70,2023,MW,0.0,0.0
bus70,bus76,2023,MW,0.0,0.0
bus77,bus83,2023,MW,0.0,0.0
bus83,bus77,2023,MW,0.0,0.0
bus78,bus81,2023,MW,0.0,0.0
bus81,bus78,2023,MW,0.0,0.0
bus79,bus77,2023,MW,0.0,0.0
bus77,bus79,2023,MW,0.0,0.0
bus79,bus78,2023,MW,0.0,0.0
bus78,bus79,2023,MW,0.0,0.0
bus8,bus16,2023,MW,0.0,0.0
bus16,bus8,2023,MW,0.0,0.0
bus81,bus80,2023,MW,0.0,0.0
bus80,bus81,2023,MW,0.0,0.0
bus82,bus77,2023,MW,0.0,0.0
bus77,bus82,2023,MW,0.0,0.0
bus82,bus89,2023,MW,0.0,0.0
bus89,bus82,2023,MW,0.0,0.0
bus84,bus78,2023,MW,0.0,0.0
bus78,bus84,2023,MW,0.0,0.0
bus85,bus90,2023,MW,0.0,0.0
bus90,bus85,2023,MW,0.0,0.0
bus85,bus95,2023,MW,0.0,0.0
bus95,bus85,2023,MW,0.0,0.0
bus86,bus85,2023,MW,0.0,0.0
bus85,bus86,2023,MW,0.0,0.0
bus87,bus86,2023,MW,0.0,0.0
bus86,bus87,2023,MW,0.0,0.0
bus87,bus88,2023,MW,0.0,0.0
bus88,bus87,2023,MW,0.0,0.0
bus87,bus93,2023,MW,0.0,0.0
bus93,bus87,2023,MW,0.0,0.0
bus88,bus89,2023,MW,0.0,0.0
bus89,bus88,2023,MW,0.0,0.0
bus89,bus83,2023,MW,0.0,0.0
bus83,bus89,2023,MW,0.0,0.0
bus9,bus8,2023,MW,0.0,0.0
bus8,bus9,2023,MW,0.0,0.0
bus90,bus17,2023,MW,0.0,0.0
bus17,bus90,2023,MW,0.0,0.0
bus90,bus96,2023,MW,0.0,0.0
bus96,bus90,2023,MW,0.0,0.0
bus91,bus17,2023,MW,0.0,0.0
bus17,bus91,2023,MW,0.0,0.0
bus91,bus90,2023,MW,0.0,0.0
bus90,bus91,2023,MW,0.0,0.0
bus92,bus91,2023,MW,0.0,0.0
bus91,bus92,2023,MW,0.0,0.0
bus94,bus18,2023,MW,0.0,0.0
bus18,bus94,2023,MW,0.0,0.0
bus95,bus91,2023,MW,0.0,0.0
bus91,bus95,2023,MW,0.0,0.0
bus97,bus113,2023,MW,0.0,0.0
bus113,bus97,2023,MW,0.0,0.0
bus98,bus282,2023,MW,0.0,0.0
bus282,bus98,2023,MW,0.0,0.0
bus98,bus286,2023,MW,0.0,0.0
bus286,bus98,2023,MW,0.0,0.0
bus99,bus80,2023,MW,0.0,0.0
bus80,bus99,2023,MW,0.0,0.0
bus99,bus82,2023,MW,0.0,0.0
bus82,bus99,2023,MW,0.0,0.0
bus99,bus98,2023,MW,0.0,0.0
bus98,bus99,2023,MW,0.0,0.0
