zone1,zone2,unit,value
bus407,bus408,km,0.0
bus41,bus40,km,0.624539087
bus40,bus41,km,0.0
bus411,bus410,km,4.624257743
bus410,bus411,km,0.0
bus412,bus411,km,5.532161429
bus411,bus412,km,0.0
bus413,bus424,km,104.7456809
bus424,bus413,km,0.0
bus415,bus414,km,17.92670168
bus414,bus415,km,0.0
bus417,bus415,km,24.77301454
bus415,bus417,km,0.0
bus417,bus416,km,0.968728664
bus416,bus417,km,0.0
bus417,bus425,km,57.34010087
bus425,bus417,km,0.0
bus418,bus406,km,57.85612256
bus406,bus418,km,0.0
bus418,bus423,km,9.308167231
bus423,bus418,km,0.0
bus418,bus424,km,11.55046469
bus424,bus418,km,0.0
bus419,bus407,km,46.77230151
bus407,bus419,km,0.0
bus419,bus418,km,8.77537349
bus418,bus419,km,0.0
bus419,bus420,km,2.998902292
bus420,bus419,km,0.0
bus42,bus43,km,43.85640589
bus43,bus42,km,0.0
bus421,bus420,km,6.09033259
bus420,bus421,km,0.0
bus421,bus422,km,1.814368905
bus422,bus421,km,0.0
bus422,bus384,km,95.25127788
bus384,bus422,km,0.0
bus423,bus417,km,30.9747784
bus417,bus423,km,0.0
bus423,bus424,km,3.27522594
bus424,bus423,km,0.0
bus424,bus387,km,119.7796556
bus387,bus424,km,0.0
bus424,bus416,km,31.26488279
bus416,bus424,km,0.0
bus425,bus412,km,115.9917788
bus412,bus425,km,0.0
bus425,bus416,km,62.33403679
bus416,bus425,km,0.0
bus426,bus425,km,56.36872097
bus425,bus426,km,0.0
bus426,bus427,km,16.5143804
bus427,bus426,km,0.0
bus426,bus430,km,75.64691819
bus430,bus426,km,0.0
bus426,bus434,km,73.18158447
bus434,bus426,km,0.0
bus427,bus425,km,52.8649813
bus425,bus427,km,0.0
bus427,bus428,km,1.773482572
bus428,bus427,km,0.0
bus428,bus436,km,70.12267743
bus436,bus428,km,0.0
bus429,bus428,km,32.29259804
bus428,bus429,km,0.0
bus43,bus34,km,30.74229205
bus34,bus43,km,0.0
bus431,bus430,km,2.555920789
bus430,bus431,km,0.0
bus432,bus435,km,5.008612936
bus435,bus432,km,0.0
bus433,bus430,km,18.35902293
bus430,bus433,km,0.0
bus433,bus432,km,4.037066919
bus432,bus433,km,0.0
bus434,bus433,km,2.593768695
bus433,bus434,km,0.0
bus436,bus434,km,61.2548119
bus434,bus436,km,0.0
bus438,bus437,km,21.23712294
bus437,bus438,km,0.0
bus438,bus439,km,11.14716563
bus439,bus438,km,0.0
bus440,bus445,km,72.24803104
bus445,bus440,km,0.0
bus442,bus441,km,21.82190151
bus441,bus442,km,0.0
bus443,bus442,km,19.93265351
bus442,bus443,km,0.0
bus444,bus439,km,65.77277983
bus439,bus444,km,0.0
bus444,bus448,km,19.91178887
bus448,bus444,km,0.0
bus445,bus443,km,27.44989228
bus443,bus445,km,0.0
bus445,bus444,km,29.62213477
bus444,bus445,km,0.0
bus445,bus446,km,1.449747809
bus446,bus445,km,0.0
bus446,bus457,km,62.69418945
bus457,bus446,km,0.0
bus446,bus459,km,58.5604681
bus459,bus446,km,0.0
bus447,bus378,km,178.5308515
bus378,bus447,km,0.0
bus447,bus441,km,99.71831887
bus441,bus447,km,0.0
bus447,bus446,km,43.19917589
bus446,bus447,km,0.0
bus447,bus448,km,1.594536881
bus448,bus447,km,0.0
bus448,bus456,km,79.64188131
bus456,bus448,km,0.0
bus449,bus458,km,98.18419473
bus458,bus449,km,0.0
bus45,bus44,km,8.474263
bus44,bus45,km,0.0
bus450,bus436,km,39.62266723
bus436,bus450,km,0.0
bus450,bus451,km,0.890596169
bus451,bus450,km,0.0
bus451,bus449,km,8.092397226
bus449,bus451,km,0.0
bus451,bus453,km,6.355116052
bus453,bus451,km,0.0
bus454,bus429,km,55.15397451
bus429,bus454,km,0.0
bus457,bus456,km,92.65787123
bus456,bus457,km,0.0
bus458,bus444,km,68.00088488
bus444,bus458,km,0.0
bus458,bus456,km,50.94026009
bus456,bus458,km,0.0
bus46,bus43,km,111.1570352
bus43,bus46,km,0.0
bus462,bus463,km,9.737238164
bus463,bus462,km,0.0
bus463,bus465,km,14.01683015
bus465,bus463,km,0.0
bus464,bus463,km,10.58279189
bus463,bus464,km,0.0
bus465,bus461,km,62.64771833
bus461,bus465,km,0.0
bus465,bus467,km,18.7268156
bus467,bus465,km,0.0
bus466,bus465,km,1.098365015
bus465,bus466,km,0.0
bus468,bus469,km,5.515490877
bus469,bus468,km,0.0
bus469,bus470,km,6.207808734
bus470,bus469,km,0.0
bus47,bus42,km,80.87213715
bus42,bus47,km,0.0
bus47,bus48,km,2.69878951
bus48,bus47,km,0.0
bus47,bus51,km,60.93576475
bus51,bus47,km,0.0
bus47,bus52,km,47.39321368
bus52,bus47,km,0.0
bus470,bus471,km,2.349840054
bus471,bus470,km,0.0
bus472,bus471,km,29.91930125
bus471,bus472,km,0.0
bus49,bus48,km,37.33123991
bus48,bus49,km,0.0
bus5,bus6,km,7.461074334
bus6,bus5,km,0.0
bus5,bus8,km,73.36769402
bus8,bus5,km,0.0
bus50,bus49,km,0.927553875
bus49,bus50,km,0.0
bus51,bus468,km,6.717920533
bus468,bus51,km,0.0
bus52,bus51,km,28.15281314
bus51,bus52,km,0.0
bus53,bus47,km,40.16156725
bus47,bus53,km,0.0
bus53,bus54,km,30.93649034
bus54,bus53,km,0.0
bus56,bus55,km,40.65927463
bus55,bus56,km,0.0
bus57,bus58,km,3.654362547
bus58,bus57,km,0.0
bus58,bus56,km,44.57265581
bus56,bus58,km,0.0
bus59,bus22,km,41.20407947
bus22,bus59,km,0.0
bus6,bus17,km,52.30448205
bus17,bus6,km,0.0
bus6,bus8,km,74.05560721
bus8,bus6,km,0.0
bus60,bus466,km,57.78107233
bus466,bus60,km,0.0
bus61,bus68,km,6.99109226
bus68,bus61,km,0.0
bus62,bus63,km,12.05186146
bus63,bus62,km,0.0
bus63,bus336,km,79.91691202
bus336,bus63,km,0.0
bus63,bus337,km,109.230653
bus337,bus63,km,0.0
bus63,bus67,km,37.83911314
bus67,bus63,km,0.0
bus64,bus68,km,15.96091093
bus68,bus64,km,0.0
bus64,bus71,km,27.21855188
bus71,bus64,km,0.0
bus65,bus64,km,5.848435646
bus64,bus65,km,0.0
bus66,bus315,km,53.91101716
bus315,bus66,km,0.0
bus66,bus60,km,58.52211279
bus60,bus66,km,0.0
bus66,bus64,km,5.161453702
bus64,bus66,km,0.0
bus66,bus67,km,13.01028974
bus67,bus66,km,0.0
bus66,bus73,km,46.51802642
bus73,bus66,km,0.0
bus67,bus466,km,118.7377973
bus466,bus67,km,0.0
bus68,bus60,km,48.87381692
bus60,bus68,km,0.0
bus69,bus63,km,49.13257553
bus63,bus69,km,0.0
bus7,bus9,km,55.94895544
bus9,bus7,km,0.0
bus70,bus71,km,12.4833919
bus71,bus70,km,0.0
bus71,bus72,km,11.47734549
bus72,bus71,km,0.0
bus74,bus335,km,26.53708565
bus335,bus74,km,0.0
bus74,bus73,km,2.137097988
bus73,bus74,km,0.0
bus75,bus315,km,3.218114328
bus315,bus75,km,0.0
bus76,bus70,km,9.603050258
bus70,bus76,km,0.0
bus77,bus83,km,26.22019897
bus83,bus77,km,0.0
bus78,bus81,km,26.73031986
bus81,bus78,km,0.0
bus79,bus77,km,28.12230611
bus77,bus79,km,0.0
bus79,bus78,km,1.37554065
bus78,bus79,km,0.0
bus8,bus16,km,82.48553857
bus16,bus8,km,0.0
bus81,bus80,km,5.945125108
bus80,bus81,km,0.0
bus82,bus77,km,11.84160114
bus77,bus82,km,0.0
bus82,bus89,km,73.94642043
bus89,bus82,km,0.0
bus84,bus78,km,41.76717758
bus78,bus84,km,0.0
bus85,bus90,km,179.9655923
bus90,bus85,km,0.0
bus85,bus95,km,119.9923247
bus95,bus85,km,0.0
bus86,bus85,km,1.270397862
bus85,bus86,km,0.0
bus87,bus86,km,0.930067059
bus86,bus87,km,0.0
bus87,bus88,km,58.17811014
bus88,bus87,km,0.0
bus87,bus93,km,157.7374693
bus93,bus87,km,0.0
bus88,bus89,km,15.51272675
bus89,bus88,km,0.0
bus89,bus83,km,48.83649744
bus83,bus89,km,0.0
bus9,bus8,km,2.475573255
bus8,bus9,km,0.0
bus90,bus17,km,113.983033
bus17,bus90,km,0.0
bus90,bus96,km,62.39044665
bus96,bus90,km,0.0
bus91,bus17,km,122.8742205
bus17,bus91,km,0.0
bus91,bus90,km,2.915347878
bus90,bus91,km,0.0
bus92,bus91,km,1.371396651
bus91,bus92,km,0.0
bus94,bus18,km,164.8006478
bus18,bus94,km,0.0
bus95,bus91,km,56.84830787
bus91,bus95,km,0.0
bus97,bus113,km,86.05925113
bus113,bus97,km,0.0
bus98,bus282,km,32.29032399
bus282,bus98,km,0.0
bus98,bus286,km,35.21931505
bus286,bus98,km,0.0
bus99,bus80,km,54.93699775
bus80,bus99,km,0.0
bus99,bus82,km,113.9556715
bus82,bus99,km,0.0
bus99,bus98,km,5.708502642
bus98,bus99,km,0.0
