zone1,zone2,unit,value
bus391,bus394,fraction,0.95
bus394,bus391,fraction,0.95
bus392,bus390,fraction,0.95
bus390,bus392,fraction,0.95
bus392,bus397,fraction,0.95
bus397,bus392,fraction,0.95
bus394,bus211,fraction,0.95
bus211,bus394,fraction,0.95
bus394,bus386,fraction,0.95
bus386,bus394,fraction,0.95
bus394,bus393,fraction,0.95
bus393,bus394,fraction,0.95
bus394,bus402,fraction,0.95
bus402,bus394,fraction,0.95
bus395,bus396,fraction,0.95
bus396,bus395,fraction,0.95
bus396,bus392,fraction,0.95
bus392,bus396,fraction,0.95
bus396,bus397,fraction,0.95
bus397,bus396,fraction,0.95
bus397,bus398,fraction,0.95
bus398,bus397,fraction,0.95
bus399,bus394,fraction,0.95
bus394,bus399,fraction,0.95
bus399,bus396,fraction,0.95
bus396,bus399,fraction,0.95
bus399,bus400,fraction,0.95
bus400,bus399,fraction,0.95
bus4,bus8,fraction,0.95
bus8,bus4,fraction,0.95
bus4,bus96,fraction,0.95
bus96,bus4,fraction,0.95
bus40,bus34,fraction,0.95
bus34,bus40,fraction,0.95
bus400,bus358,fraction,0.95
bus358,bus400,fraction,0.95
bus400,bus398,fraction,0.95
bus398,bus400,fraction,0.95
bus401,bus212,fraction,0.95
bus212,bus401,fraction,0.95
bus401,bus393,fraction,0.95
bus393,bus401,fraction,0.95
bus402,bus229,fraction,0.95
bus229,bus402,fraction,0.95
bus402,bus387,fraction,0.95
bus387,bus402,fraction,0.95
bus403,bus387,fraction,0.95
bus387,bus403,fraction,0.95
bus405,bus420,fraction,0.95
bus420,bus405,fraction,0.95
bus406,bus209,fraction,0.95
bus209,bus406,fraction,0.95
bus406,bus405,fraction,0.95
bus405,bus406,fraction,0.95
bus407,bus409,fraction,0.95
bus409,bus407,fraction,0.95
bus407,bus420,fraction,0.95
bus420,bus407,fraction,0.95
bus408,bus407,fraction,0.95
bus407,bus408,fraction,0.95
bus41,bus40,fraction,0.95
bus40,bus41,fraction,0.95
bus411,bus410,fraction,0.95
bus410,bus411,fraction,0.95
bus412,bus411,fraction,0.95
bus411,bus412,fraction,0.95
bus413,bus424,fraction,0.95
bus424,bus413,fraction,0.95
bus415,bus414,fraction,0.95
bus414,bus415,fraction,0.95
bus417,bus415,fraction,0.95
bus415,bus417,fraction,0.95
bus417,bus416,fraction,0.95
bus416,bus417,fraction,0.95
bus417,bus425,fraction,0.95
bus425,bus417,fraction,0.95
bus418,bus406,fraction,0.95
bus406,bus418,fraction,0.95
bus418,bus423,fraction,0.95
bus423,bus418,fraction,0.95
bus418,bus424,fraction,0.95
bus424,bus418,fraction,0.95
bus419,bus407,fraction,0.95
bus407,bus419,fraction,0.95
bus419,bus418,fraction,0.95
bus418,bus419,fraction,0.95
bus419,bus420,fraction,0.95
bus420,bus419,fraction,0.95
bus42,bus43,fraction,0.95
bus43,bus42,fraction,0.95
bus421,bus420,fraction,0.95
bus420,bus421,fraction,0.95
bus421,bus422,fraction,0.95
bus422,bus421,fraction,0.95
bus422,bus384,fraction,0.95
bus384,bus422,fraction,0.95
bus423,bus417,fraction,0.95
bus417,bus423,fraction,0.95
bus423,bus424,fraction,0.95
bus424,bus423,fraction,0.95
bus424,bus387,fraction,0.95
bus387,bus424,fraction,0.95
bus424,bus416,fraction,0.95
bus416,bus424,fraction,0.95
bus425,bus412,fraction,0.95
bus412,bus425,fraction,0.95
bus425,bus416,fraction,0.95
bus416,bus425,fraction,0.95
bus426,bus425,fraction,0.95
bus425,bus426,fraction,0.95
bus426,bus427,fraction,0.95
bus427,bus426,fraction,0.95
bus426,bus430,fraction,0.95
bus430,bus426,fraction,0.95
bus426,bus434,fraction,0.95
bus434,bus426,fraction,0.95
bus427,bus425,fraction,0.95
bus425,bus427,fraction,0.95
bus427,bus428,fraction,0.95
bus428,bus427,fraction,0.95
bus428,bus436,fraction,0.95
bus436,bus428,fraction,0.95
bus429,bus428,fraction,0.95
bus428,bus429,fraction,0.95
bus43,bus34,fraction,0.95
bus34,bus43,fraction,0.95
bus431,bus430,fraction,0.95
bus430,bus431,fraction,0.95
bus432,bus435,fraction,0.95
bus435,bus432,fraction,0.95
bus433,bus430,fraction,0.95
bus430,bus433,fraction,0.95
bus433,bus432,fraction,0.95
bus432,bus433,fraction,0.95
bus434,bus433,fraction,0.95
bus433,bus434,fraction,0.95
bus436,bus434,fraction,0.95
bus434,bus436,fraction,0.95
bus438,bus437,fraction,0.95
bus437,bus438,fraction,0.95
bus438,bus439,fraction,0.95
bus439,bus438,fraction,0.95
bus440,bus445,fraction,0.95
bus445,bus440,fraction,0.95
bus442,bus441,fraction,0.95
bus441,bus442,fraction,0.95
bus443,bus442,fraction,0.95
bus442,bus443,fraction,0.95
bus444,bus439,fraction,0.95
bus439,bus444,fraction,0.95
bus444,bus448,fraction,0.95
bus448,bus444,fraction,0.95
bus445,bus443,fraction,0.95
bus443,bus445,fraction,0.95
bus445,bus444,fraction,0.95
bus444,bus445,fraction,0.95
bus445,bus446,fraction,0.95
bus446,bus445,fraction,0.95
bus446,bus457,fraction,0.95
bus457,bus446,fraction,0.95
bus446,bus459,fraction,0.95
bus459,bus446,fraction,0.95
bus447,bus378,fraction,0.95
bus378,bus447,fraction,0.95
bus447,bus441,fraction,0.95
bus441,bus447,fraction,0.95
bus447,bus446,fraction,0.95
bus446,bus447,fraction,0.95
bus447,bus448,fraction,0.95
bus448,bus447,fraction,0.95
bus448,bus456,fraction,0.95
bus456,bus448,fraction,0.95
bus449,bus458,fraction,0.95
bus458,bus449,fraction,0.95
bus45,bus44,fraction,0.95
bus44,bus45,fraction,0.95
bus450,bus436,fraction,0.95
bus436,bus450,fraction,0.95
bus450,bus451,fraction,0.95
bus451,bus450,fraction,0.95
bus451,bus449,fraction,0.95
bus449,bus451,fraction,0.95
bus451,bus453,fraction,0.95
bus453,bus451,fraction,0.95
bus454,bus429,fraction,0.95
bus429,bus454,fraction,0.95
bus457,bus456,fraction,0.95
bus456,bus457,fraction,0.95
bus458,bus444,fraction,0.95
bus444,bus458,fraction,0.95
bus458,bus456,fraction,0.95
bus456,bus458,fraction,0.95
bus46,bus43,fraction,0.95
bus43,bus46,fraction,0.95
bus462,bus463,fraction,0.95
bus463,bus462,fraction,0.95
bus463,bus465,fraction,0.95
bus465,bus463,fraction,0.95
bus464,bus463,fraction,0.95
bus463,bus464,fraction,0.95
bus465,bus461,fraction,0.95
bus461,bus465,fraction,0.95
bus465,bus467,fraction,0.95
bus467,bus465,fraction,0.95
bus466,bus465,fraction,0.95
bus465,bus466,fraction,0.95
bus468,bus469,fraction,0.95
bus469,bus468,fraction,0.95
bus469,bus470,fraction,0.95
bus470,bus469,fraction,0.95
bus47,bus42,fraction,0.95
bus42,bus47,fraction,0.95
bus47,bus48,fraction,0.95
bus48,bus47,fraction,0.95
bus47,bus51,fraction,0.95
bus51,bus47,fraction,0.95
bus47,bus52,fraction,0.95
bus52,bus47,fraction,0.95
bus470,bus471,fraction,0.95
bus471,bus470,fraction,0.95
bus472,bus471,fraction,0.95
bus471,bus472,fraction,0.95
bus49,bus48,fraction,0.95
bus48,bus49,fraction,0.95
bus5,bus6,fraction,0.95
bus6,bus5,fraction,0.95
bus5,bus8,fraction,0.95
bus8,bus5,fraction,0.95
bus50,bus49,fraction,0.95
bus49,bus50,fraction,0.95
bus51,bus468,fraction,0.95
bus468,bus51,fraction,0.95
bus52,bus51,fraction,0.95
bus51,bus52,fraction,0.95
bus53,bus47,fraction,0.95
bus47,bus53,fraction,0.95
bus53,bus54,fraction,0.95
bus54,bus53,fraction,0.95
bus56,bus55,fraction,0.95
bus55,bus56,fraction,0.95
bus57,bus58,fraction,0.95
bus58,bus57,fraction,0.95
bus58,bus56,fraction,0.95
bus56,bus58,fraction,0.95
bus59,bus22,fraction,0.95
bus22,bus59,fraction,0.95
bus6,bus17,fraction,0.95
bus17,bus6,fraction,0.95
bus6,bus8,fraction,0.95
bus8,bus6,fraction,0.95
bus60,bus466,fraction,0.95
bus466,bus60,fraction,0.95
bus61,bus68,fraction,0.95
bus68,bus61,fraction,0.95
bus62,bus63,fraction,0.95
bus63,bus62,fraction,0.95
bus63,bus336,fraction,0.95
bus336,bus63,fraction,0.95
bus63,bus337,fraction,0.95
bus337,bus63,fraction,0.95
bus63,bus67,fraction,0.95
bus67,bus63,fraction,0.95
bus64,bus68,fraction,0.95
bus68,bus64,fraction,0.95
bus64,bus71,fraction,0.95
bus71,bus64,fraction,0.95
bus65,bus64,fraction,0.95
bus64,bus65,fraction,0.95
bus66,bus315,fraction,0.95
bus315,bus66,fraction,0.95
bus66,bus60,fraction,0.95
bus60,bus66,fraction,0.95
bus66,bus64,fraction,0.95
bus64,bus66,fraction,0.95
bus66,bus67,fraction,0.95
bus67,bus66,fraction,0.95
bus66,bus73,fraction,0.95
bus73,bus66,fraction,0.95
bus67,bus466,fraction,0.95
bus466,bus67,fraction,0.95
bus68,bus60,fraction,0.95
bus60,bus68,fraction,0.95
bus69,bus63,fraction,0.95
bus63,bus69,fraction,0.95
bus7,bus9,fraction,0.95
bus9,bus7,fraction,0.95
bus70,bus71,fraction,0.95
bus71,bus70,fraction,0.95
bus71,bus72,fraction,0.95
bus72,bus71,fraction,0.95
bus74,bus335,fraction,0.95
bus335,bus74,fraction,0.95
bus74,bus73,fraction,0.95
bus73,bus74,fraction,0.95
bus75,bus315,fraction,0.95
bus315,bus75,fraction,0.95
bus76,bus70,fraction,0.95
bus70,bus76,fraction,0.95
bus77,bus83,fraction,0.95
bus83,bus77,fraction,0.95
bus78,bus81,fraction,0.95
bus81,bus78,fraction,0.95
bus79,bus77,fraction,0.95
bus77,bus79,fraction,0.95
bus79,bus78,fraction,0.95
bus78,bus79,fraction,0.95
bus8,bus16,fraction,0.95
bus16,bus8,fraction,0.95
bus81,bus80,fraction,0.95
bus80,bus81,fraction,0.95
bus82,bus77,fraction,0.95
bus77,bus82,fraction,0.95
bus82,bus89,fraction,0.95
bus89,bus82,fraction,0.95
bus84,bus78,fraction,0.95
bus78,bus84,fraction,0.95
bus85,bus90,fraction,0.95
bus90,bus85,fraction,0.95
bus85,bus95,fraction,0.95
bus95,bus85,fraction,0.95
bus86,bus85,fraction,0.95
bus85,bus86,fraction,0.95
bus87,bus86,fraction,0.95
bus86,bus87,fraction,0.95
bus87,bus88,fraction,0.95
bus88,bus87,fraction,0.95
bus87,bus93,fraction,0.95
bus93,bus87,fraction,0.95
bus88,bus89,fraction,0.95
bus89,bus88,fraction,0.95
bus89,bus83,fraction,0.95
bus83,bus89,fraction,0.95
bus9,bus8,fraction,0.95
bus8,bus9,fraction,0.95
bus90,bus17,fraction,0.95
bus17,bus90,fraction,0.95
bus90,bus96,fraction,0.95
bus96,bus90,fraction,0.95
bus91,bus17,fraction,0.95
bus17,bus91,fraction,0.95
bus91,bus90,fraction,0.95
bus90,bus91,fraction,0.95
bus92,bus91,fraction,0.95
bus91,bus92,fraction,0.95
bus94,bus18,fraction,0.95
bus18,bus94,fraction,0.95
bus95,bus91,fraction,0.95
bus91,bus95,fraction,0.95
bus97,bus113,fraction,0.95
bus113,bus97,fraction,0.95
bus98,bus282,fraction,0.95
bus282,bus98,fraction,0.95
bus98,bus286,fraction,0.95
bus286,bus98,fraction,0.95
bus99,bus80,fraction,0.95
bus80,bus99,fraction,0.95
bus99,bus82,fraction,0.95
bus82,bus99,fraction,0.95
bus99,bus98,fraction,0.95
bus98,bus99,fraction,0.95
