zone1,zone2,unit,value
Cambodia,Laos,MW/rad,1000.0
Cambodia,Thailand,MW/rad,1000.0
Cambodia,Vietnam,MW/rad,1000.0
Laos,Myanmar,MW/rad,1000.0
Laos,Thailand,MW/rad,4410.0
Laos,Vietnam,MW/rad,1000.0
Myanmar,Thailand,MW/rad,1000.0
