tech,unit,value
Coal,,8
Solar,,1
Wind,,1
Storage,,1
Grand_Coulee,,1
Chief_Joseph,,1
Wells,,1
Rocky_Reach,,1
Rock_Island,,1
Wanapum,,1
Priest_Rapids,,1
Lower_Granite,,1
Little_Goose,,1
Lower_Monumental,,1
Ice_Harbor,,1
McNary,,1
John_Day,,1
The_Dalles,,1
Bonneville,,1
