tech,unit,value
Grand_Coulee,m3,10147000000.0
Chief_Joseph,m3,715000000.0
Wells,m3,103000000.0
Rocky_Reach,m3,37000000.0
Rock_Island,m3,12000000.0
Wanapum,m3,160000000.0
Priest_Rapids,m3,44000000.0
Lower_Granite,m3,582000000.0
Little_Goose,m3,614000000.0
Lower_Monumental,m3,431000000.0
Ice_Harbor,m3,498000000.00000006
McNary,m3,1550000000.0
John_Day,m3,2988000000.0
The_Dalles,m3,370000000.0
Bonneville,m3,886999999.9999999
