tech,eligible
Coal,1
Solar,0
Wind,0
Storage,0
Grand_Coulee,0
Chief_Joseph,0
Wells,0
Rocky_Reach,0
Rock_Island,0
Wanapum,0
Priest_Rapids,0
Lower_Granite,0
Little_Goose,0
Lower_Monumental,0
Ice_Harbor,0
McNary,0
John_Day,0
The_Dalles,0
Bonneville,0
