tech,unit,value
Coal,fraction,0.35
Solar,fraction,1.0
Wind,fraction,1.0
Storage,fraction,1.0
Grand_Coulee,fraction,1.0
Chief_Joseph,fraction,1.0
Wells,fraction,1.0
Rocky_Reach,fraction,1.0
Rock_Island,fraction,1.0
Wanapum,fraction,1.0
Priest_Rapids,fraction,1.0
Lower_Granite,fraction,1.0
Little_Goose,fraction,1.0
Lower_Monumental,fraction,1.0
Ice_Harbor,fraction,1.0
McNary,fraction,1.0
John_Day,fraction,1.0
The_Dalles,fraction,1.0
Bonneville,fraction,1.0
